EC	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
NAD(P)(+) transhydrogenase (Si-specific) (1.6.1.1)	0.000327002	8.60844e-05	0.000334431	0.000290332	0.00072298	0.000175052	1.84311e-05	7.39241e-05	1.49106e-05	0.000289345	0.0007196	0.000214521	3.809e-05	0	0.000178706	0.000205049	2.86553e-05	1.55112e-05	0	0	0.000144492	0.000106757	8.705e-06	4.03405e-05	0.000112017	0.000101357	2.15421e-05	0.000287005	2.86705e-05	2.60092e-05	0.000596263	0.00011787	0.000117495	9.62629e-06	3.27278e-05	2.88691e-05	0.000764024	0
NAD(P)(+) transhydrogenase (Re/Si-specific) (1.6.1.2)	0.000179611	0.000207929	0.000229786	9.26771e-05	0.000190598	4.80049e-05	1.24315e-05	0	9.467e-06	0.000208121	0.000460146	0	2.13533e-05	0	0.000183333	5.03537e-05	0	3.14043e-05	0	0	2.39036e-05	1.1006e-05	0	9.79232e-06	0	4.89303e-05	0	0.000213017	0	0	0	2.58065e-05	1.91935e-05	0	0	0	0.000562835	6.16279e-05
NADH dehydrogenase (quinone) (1.6.5.11)	0.00801574	0.00475124	0.00622767	0.00558149	0.00732902	0.00877652	0.00560834	0.00992467	0.00439994	0.0027273	0.00876555	0.0067151	0.0124619	0.0125171	0.00577661	0.00765205	0.010602	0.0123561	0.0130471	0.00950239	0.00757255	0.00581078	0.013661	0.00598614	0.0062975	0.00541422	0.0125174	0.00978283	0.00737757	0.0119913	0.00750512	0.00774367	0.00762627	0.00790026	0.00617267	0.0079867	0.00589785	0.00283009
NAD(P)H dehydrogenase (quinone) (1.6.5.2)	0.000268703	0.000181439	0.00031035	0.000437485	0.000408596	0	4.64762e-05	0	6.42651e-05	0.000359926	0.000945298	0	3.46428e-05	0	0.00025115	0.000135743	0	0	0	1.90418e-05	0	0	0	0	0	6.57509e-05	0	0.000352299	0	0	0	0.00015555	0	1.12314e-05	0	2.64695e-05	0.000830454	0
Transferred entry 7.1.1.2 (1.6.5.3)	0.00126825	0.000532908	4.76694e-05	0.00120597	0.00143017	0.00211482	0.000640165	0.00110473	0.000264457	0.000438111	0.000163084	0.00154346	0.000148681	0.000390633	0.00273204	0.00149165	0.000612416	0.000124069	0.000148015	0.000246577	0.00103744	0.000524037	1.1279e-05	0.000791081	0.000462199	0.000686665	0.000982525	0.00161798	0.00109548	0.000326677	0.00255291	0.000541638	0.00167286	0.000810436	0.000386943	0.0015809	0.000338135	3.82162e-05
NADPH:quinone reductase (1.6.5.5)	0.00129052	0.00074856	0.001592	0.00148427	0.00138426	4.62331e-05	0.000626529	0	0	0.00185217	0.00414017	0	0.000567158	0	0.000937473	0.000678281	0	0	0.00014811	0.000744919	3.76919e-05	0.000121733	5.25604e-05	9.27663e-06	1.66944e-05	0.000432533	0	0.00108078	0.000129386	0	0.000177928	0.000551002	5.26534e-05	0	8.80741e-05	0	0.00259256	6.3747e-05
Deleted entry (1.6.6.9)	0.0001653	3.82731e-05	0.000133776	3.8074e-05	0.000165126	0	2.43707e-05	0	0	4.99155e-05	0.000337077	0	3.36664e-05	0	3.75037e-05	7.39495e-05	0	0	0	0	0	0	0	0	0	5.31914e-05	0	0.000216452	1.08199e-05	0	0	5.74797e-05	0	0	0	0	0.000477378	0
NADPH dehydrogenase (1.6.99.1)	0.000311704	9.69313e-05	0.000686827	0.000438992	0.000892329	0.00041989	0.000332307	0.000300211	0.000506469	0.000169926	1.66155e-05	0.000583097	4.97822e-05	0.000142335	0.00058439	0.000799963	0.000244365	2.37704e-05	2.45046e-05	0.000129912	0.000695784	0.000744593	0	0.000561602	0.000928501	0.000333794	0.000523065	0.000162381	0.000349938	0.00014408	0.000968508	0.000507432	0.000545088	0.000600269	0.000127222	0.000234709	2.81181e-05	0.000768348
NADH dehydrogenase (1.6.99.3)	0.000524326	0.000166192	0.000157883	0.000269057	0.000141491	0.000385912	0.000146491	0.000290131	0.000174864	0.000192076	0.000563075	7.44017e-05	8.80259e-05	5.15629e-05	2.81993e-05	0.000401924	0.000124214	2.09107e-05	7.37778e-05	0.000106261	0	6.0152e-05	0	2.05784e-05	0	0.000250735	8.24426e-05	0.000157483	0.000181576	3.1659e-05	8.57192e-05	5.84755e-05	0.000475696	0.000296071	4.46172e-05	0.000362055	0.000444852	2.15076e-05
Transferred entry 1.6.5.11 (1.6.99.5)	0.000228613	0.000104415	0	0.000356055	0.000524485	0.000336906	0.000104227	0.000144625	0.000138232	6.55537e-05	4.30635e-05	0.000429238	3.12226e-05	7.94718e-05	0.000923191	0.000309822	0.000181787	2.39785e-05	0.000138514	2.85655e-05	0.000148806	0.000206736	0	0.000215049	0.00010205	0.000120114	0.000228579	0.000479978	0.000217366	6.99848e-05	0.000803188	0.000164107	0.000186278	0.000187639	6.71741e-05	0.000125634	2.33801e-05	0
PreQ(1) synthase (1.7.1.13)	0.00138673	0.00119673	0.00153358	0.00125588	0.00148142	0.001453	0.00127366	0.00168078	0.00120219	0.000716672	0.00139221	0.00136279	0.00312511	0.00328611	0.00149633	0.00138779	0.00212915	0.00388227	0.00384291	0.00214502	0.00166077	0.00137116	0.00380463	0.00124679	0.00154813	0.00121469	0.00212958	0.00144021	0.00134185	0.00329003	0.00155595	0.00199831	0.00156149	0.00148374	0.00138797	0.00129318	0.000909655	0.00109881
Nitrite reductase (NAD(P)H) (1.7.1.4)	0.00031777	0.000119757	0.000455665	0.00014093	0.000389633	0	5.38384e-05	0	0	0.000275786	0.000966947	0	2.32609e-05	0	0.000149577	9.84373e-05	0	0	0	0	8.05568e-06	0	0	0	0	4.55592e-05	0	0.000389573	0	0	0	0.000131968	1.37351e-05	0	7.08959e-06	0	0.000653344	0
GMP reductase (1.7.1.7)	0.000423213	8.56995e-05	0.00024847	0.000163768	0.000288934	0.000100889	9.86859e-05	4.99174e-05	1.94038e-05	0.000324114	0.000834382	5.24898e-05	4.65809e-05	5.70685e-05	0.000110665	0.000243589	0	1.94739e-05	1.97948e-05	0.00102834	9.17813e-05	7.85988e-05	1.53732e-05	4.06388e-05	2.35539e-05	0.000155277	0.000127917	0.000174691	1.42504e-05	3.71982e-05	3.5595e-05	9.25853e-05	0.000103381	0.000140618	3.99328e-05	0	0.000417222	0.000130792
Nitrite reductase (cytochrome  ammonia-forming) (1.7.2.2)	0.000570018	0.000293465	0.00024496	0.000867793	0.000992302	0.00129106	0.000327445	0.000632807	0.000124081	0.000123004	0.000579411	0.000736516	0.000137294	0.000169719	0.00166635	0.00122308	0.000256312	9.88236e-05	0.000208563	0.000252315	0.00033335	0.000337847	0	0.000480181	0.000440575	0.000526705	0.000491851	0.000934905	0.000506462	0.000254177	0.00111224	0.000455448	0.00086122	0.000841398	0.000545445	0.000755901	0.000562951	0
Trimethylamine-N-oxide reductase (1.7.2.3)	0.000584924	0.000146693	0.000618182	9.86981e-05	0.000674144	9.76936e-06	7.886e-05	0	0	0.000261575	0.00136629	0	6.21181e-05	0	0.000191978	0.000277732	0	0	2.71921e-05	0	0	0	0	1.98365e-05	1.50781e-05	9.47424e-05	0	0.000701553	3.58848e-05	0	1.11458e-05	0.000190098	1.03422e-05	2.75564e-05	0	0	0.00128685	0
Hydroxylamine reductase (1.7.99.1)	0.00103352	0.00111521	0.00103298	0.00134483	0.000950199	0.00112312	0.00136096	0.00116467	0.00139804	0.0015007	0.000373783	0.00106413	0.00128418	0.00166822	0.00147451	0.00127228	0.00155521	0.001982	0.00178928	0.00145768	0.00129587	0.00126453	0.00206372	0.00133809	0.0015068	0.00119189	0.000797432	0.000872766	0.00133317	0.000439833	0.00128156	0.000893885	0.00125937	0.00123782	0.0012943	0.00112993	0.000762577	0.00160328
Nitrate reductase (1.7.99.4)	0.00123623	0.000315483	0.00112457	0.000205857	0.00126001	1.28734e-05	0.000250893	0	0	0.0017296	0.00233591	0	0.000238411	0	0.000305285	0.000442175	0	0	0	0	0	0	0	3.69896e-05	1.74241e-05	0.000142651	0	0.00115766	2.67303e-05	9.74683e-06	4.08148e-05	0.000431065	1.01608e-05	5.73526e-05	1.89759e-05	0	0.00235807	0
CoA-disulfide reductase (1.8.1.14)	0.000937588	0.000316967	0.00093799	0.00049263	0.000508328	0.00117675	0.000974172	0.00092246	0.000573948	7.9275e-05	9.33761e-05	0.000690768	0.00021497	0.000339231	0	0.000870694	0.000523606	0.000126135	8.29258e-05	0.000364054	0.000954833	0.000935619	8.23913e-05	0.000725801	0.00102432	0.000829537	0.000789453	0.000369142	0.00114075	0.000265667	0.000456851	0.000610936	0.0010602	0.000986826	0.000425295	0.00116597	0.00037071	0.000782325
Assimilatory sulfite reductase (NADPH) (1.8.1.2)	0.00030772	0.000115255	0.00032781	0.000267587	0.000471694	0	5.30111e-05	0	0	0.000523909	0.000913393	0	3.501e-05	0	0.000312973	0.000193768	0	0	5.55964e-05	4.51358e-05	0	0	0	0	0	9.01868e-05	0	0.000395044	0	0	0	0.000169758	0	0	0	0	0.000802547	0
Dihydrolipoyl dehydrogenase (1.8.1.4)	0.00148287	0.00113912	0.00164454	0.00176048	0.00204967	0.00192937	0.00113137	0.0019576	0.0018712	0.000809424	0.000866694	0.00227191	0.000490811	0.000711709	0.00241823	0.00259639	0.00100562	0.000335055	0.000351436	0.000686143	0.00209722	0.00183201	1.27337e-05	0.00191829	0.00264647	0.0013511	0.0026584	0.00218606	0.00153719	0.000738807	0.00252876	0.00158893	0.00187981	0.00219383	0.00120065	0.00161314	0.000787076	0.00173931
Glutathione-disulfide reductase (1.8.1.7)	0.000206431	5.83638e-05	0.000193655	0.000158328	0.000349873	0	8.85888e-05	0	0	0.000204779	0.000659535	0	0.000134061	0	4.30547e-05	0.000123813	0	0	7.41041e-05	7.70395e-05	0	0	0	0	1.10696e-05	5.76712e-05	0	0.000260119	4.99358e-05	0	1.27028e-05	0.000143059	0	0	2.54022e-05	0	0.000510927	0
Protein-disulfide reductase (1.8.1.8)	0.000585685	0.000152142	0.000441842	0.000387701	0.000614852	0.000164139	3.58557e-05	2.7293e-05	0.000174277	0.000257814	0.000928512	0.000302534	9.48455e-05	0	0.000744648	0.00056265	8.08711e-05	1.65606e-05	5.37967e-05	3.58449e-05	0.000135583	9.69778e-05	0	0.000165358	0.000105634	0.000154064	5.98906e-05	0.000502974	4.16676e-05	1.4913e-05	0.000643809	0.000208926	0.000121979	0.000175451	0	3.46096e-05	0.000922289	0
Thioredoxin-disulfide reductase (1.8.1.9)	0.00138519	0.00278061	0.00113302	0.00135447	0.00112249	0.00132124	0.00193781	0.00163158	0.00246847	0.00220004	0.00167478	0.00149371	0.00231587	0.00194757	0.00173585	0.00145632	0.00193918	0.00185352	0.00196894	0.00177371	0.00137736	0.00157987	0.00180292	0.00152049	0.00140528	0.00164848	0.00194083	0.00182798	0.00187601	0.00197271	0.00127443	0.00163467	0.00140625	0.00148615	0.00187885	0.0018173	0.00225783	0.00157431
Peptide-methionine (S)-S-oxide reductase (1.8.4.11)	0.00129147	0.00101176	0.0012778	0.00113679	0.00131041	0.00156189	0.00101194	0.00139711	0.00139171	0.000546247	0.00108926	0.00139478	0.00094048	0.000879741	0.0016147	0.00141733	0.00204914	0.000317801	0.00213046	0.000399891	0.00145061	0.00144772	0.000648765	0.00127916	0.00138929	0.000995234	0.00097863	0.00160869	0.00134922	0.00223757	0.00147942	0.00161333	0.001362	0.00148446	0.000811413	0.00111878	0.00076004	0.000957876
Peptide-methionine (R)-S-oxide reductase (1.8.4.12)	0.000504471	0.00125009	0.000186611	0.000699208	0.000702508	0.000662994	0.00043203	0.000507244	0.000764485	0.000248035	0.000436358	0.00100174	0.000174651	0.000212729	0.00116472	0.000635191	0.000261388	5.88198e-05	5.50506e-05	0.000190487	0.000278414	0.000464394	0	0.000473112	0.000356764	0.000286505	0.000384882	0.00139851	0.000597257	0.000197558	0.00107155	0.000417761	0.000407022	0.000505205	0.000220933	0.000358377	0.000489808	0
L-methionine (R)-S-oxide reductase (1.8.4.14)	0.000565688	6.79699e-05	7.32997e-05	0.00029384	0.000123261	0.000497407	0.000230748	0.000366862	4.51463e-05	0.000157607	0.000267795	0.000236594	4.87908e-05	8.85344e-05	9.05051e-05	0.000571159	0.00010426	2.15075e-05	0	8.53528e-05	0.000490333	0.000193745	0	5.47096e-05	0.000121301	0.000303465	0.000107107	0.000207335	0.000156764	0.000104532	0.000182663	0.000177657	0.000545498	0.000535851	7.42872e-05	0.000429998	0.000426774	0
Phosphoadenylyl-sulfate reductase (thioredoxin) (1.8.4.8)	0.000180482	3.0762e-05	0.000154727	0.000124082	0.000120868	0	0	0	0	0.000301294	0.000301896	0	1.66439e-05	0	4.1438e-05	4.51054e-05	0.000821027	0.00120247	2.11876e-05	2.08096e-05	0	0	0.000552614	0	0	1.49416e-05	0	8.16834e-05	1.08713e-05	0	0	9.49098e-05	1.50265e-05	0	0	0	0.000354865	0
Respiratory dimethylsulfoxide reductase (1.8.5.3)	0.000433423	0.000155402	0.000528333	9.76607e-05	0.00051048	0	0.000106728	0	0	0.000386662	0.00139832	0	8.34815e-05	0	0.00023948	0.000275862	0	0	0	0	0	0	0	0	0	0.000122147	0	0.000531223	3.0551e-05	0	0	0.000114486	0	0	1.19212e-05	0	0.00101009	0
Adenylyl-sulfate reductase (1.8.99.2)	1.12115e-05	9.50241e-05	1.06814e-05	4.05804e-05	0	0	8.57419e-05	0	8.26752e-05	0	7.70622e-06	0	1.1277e-05	1.62143e-05	0	0	0.000110177	1.90283e-05	1.6798e-05	1.54258e-05	0	1.61441e-05	1.31326e-05	9.78418e-05	0	0.000204079	0	2.48451e-05	0.000149758	4.18077e-05	0	0	2.26718e-05	0	0.000181537	0.000120162	5.03114e-05	0.000174304
Transferred entry 1.8.99.5 (1.8.99.3)	1.11788e-05	0.000161124	0	4.49347e-05	0	2.82891e-05	0.000213487	9.50203e-05	5.6863e-05	7.67312e-05	6.56128e-05	0	0	0	7.99724e-05	0	0	3.46664e-05	5.58113e-05	4.89787e-05	3.95936e-05	4.54038e-05	4.85384e-05	5.1047e-05	2.63085e-05	0.000107725	0	1.7455e-05	0	0	0	3.68312e-05	2.47894e-05	0	0.00020403	5.28652e-05	0.000112935	9.6466e-05
[Formate-C-acetyltransferase]-activating enzyme (1.97.1.4)	0.0016114	0.0020305	0.00142451	0.0017589	0.00171639	0.00158496	0.00165896	0.00149561	0.00173411	0.00169781	0.00192674	0.00182649	0.00224799	0.00213473	0.00223824	0.00172618	0.00219543	0.0025557	0.00243449	0.00152101	0.00155357	0.00167723	0.00229953	0.00165652	0.00166657	0.00173802	0.00138938	0.0014208	0.00148461	0.00229713	0.00185961	0.00174076	0.00155591	0.00123901	0.0017473	0.00157793	0.00188569	0.00188591
Uroporphyrinogen-III C-methyltransferase (2.1.1.107)	0.000237632	0.000933866	0.000223345	0.000448843	8.26497e-05	2.72493e-05	0.000419063	9.37894e-05	0.000606195	0.00112109	0.000580045	2.42463e-05	2.62595e-05	2.752e-05	0.00022696	0.00012871	0.0002718	8.11214e-05	0.000129391	0.000130213	6.26462e-05	0.000144459	8.13931e-05	0.000261199	0.000213848	0.000438132	3.29252e-05	0.000396828	0.000244542	0.00010012	1.84327e-05	0.000231505	7.14222e-05	5.13129e-05	0.000401201	0.000151397	0.000865575	0.000383717
Methionine synthase (2.1.1.13)	0.00153989	0.00141045	0.00203817	0.00163412	0.00163415	0.00150463	0.00144004	0.00165056	0.00158179	0.00104399	0.00159415	0.00178107	0.00251673	0.00265178	0.00158601	0.00187701	0.00224447	0.00285284	0.00216316	0.00142226	0.0018181	0.00183696	0.00247773	0.00190071	0.00219417	0.00131283	0.00133013	0.00161189	0.00159556	0.00297035	0.00163197	0.00201942	0.00153142	0.00185888	0.00149476	0.00152829	0.00122845	0.00195387
Precorrin-2 C(20)-methyltransferase (2.1.1.130)	8.39057e-05	0.000213153	7.37492e-05	0.000105535	0.000176315	8.68663e-05	0.000127273	9.14871e-05	0.000176071	0.000106305	1.47804e-05	0.000333921	1.70877e-05	1.7111e-05	0.000938021	0.000423334	4.01097e-05	0	0	2.33253e-05	0.000145161	0.000144517	5.54001e-05	0.000152004	0.000199383	9.22937e-05	0.000139056	0.000113779	1.10811e-05	5.84656e-05	0.000156615	0.000202826	4.58731e-05	0.000195981	1.73618e-05	5.12899e-05	8.16087e-05	4.88374e-05
Precorrin-3B C(17)-methyltransferase (2.1.1.131)	0.000254032	0.000269636	3.58257e-05	0.00023007	0	0.000344359	0.000317561	0.000219825	0.000151117	0.00032807	6.30348e-05	0.000206974	4.11482e-05	6.15174e-05	0.000102487	0.000322743	0.000177713	2.93744e-05	1.46184e-05	5.20895e-05	0.000364936	0.000182795	7.60143e-05	0.000103154	0.000197066	0.000206659	0.000129471	0.000125313	0.000201707	0.00010849	0.000103667	6.88511e-05	0.000367985	0.000301445	9.16859e-05	0.000361061	0.00010533	1.63161e-05
Precorrin-6B C(5,15)-methyltransferase (decarboxylating) (2.1.1.132)	0.000346867	0.000325049	0.000819984	0.000203034	0.000665007	0.000258593	0.00042113	0.000331111	0.000702769	0.000526448	6.06531e-05	0.00055397	8.26377e-05	0.00016977	0.00104769	0.000669231	0.000185412	2.35335e-05	4.56867e-05	0.000118226	0.000637452	0.000774222	0.000115485	0.000546444	0.00083573	0.000296062	0.000406012	0.000202237	0.000352095	0.000150508	0.00036506	0.000581314	0.000366987	0.00063456	0.000183116	0.000262804	7.27578e-05	0.000748143
Precorrin-4 C(11)-methyltransferase (2.1.1.133)	0.00051775	0.000284668	0.000585637	0.000448486	0.000508461	0.000558728	0.000553346	0.000476898	0.000560417	0.000538251	6.35847e-05	0.000539163	8.39651e-05	0.000175672	0.00103624	0.000960128	0.00027867	5.18728e-05	4.62111e-05	0.000130344	0.000789034	0.000725803	6.26189e-05	0.000553944	0.000830569	0.000372944	0.000411239	0.000268907	0.000432506	0.000220638	0.000363357	0.000426462	0.000708888	0.000747563	0.000285244	0.000543661	0.000146964	0.000713244
5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (2.1.1.14)	0.000435477	0.00129407	0.000384324	0.000627333	0.000398826	0	0.000407462	0.000166365	0.000604289	0.000693109	0.00122518	0.000128303	0.000211646	0	0.000208036	0.00040111	6.05745e-05	6.77094e-05	0.000236588	0.000197868	4.43244e-05	0.000112529	0.000313479	0.000137907	7.1124e-05	0.000261271	0	0.000629456	0.000160732	2.40588e-05	9.79653e-05	0.000291453	9.0823e-05	0.000173822	0.000292018	0.000126509	0.00108343	0.000710824
Trans-aconitate 2-methyltransferase (2.1.1.144)	7.88683e-05	0.000200188	0.000106182	7.44321e-05	0.000116357	0	9.43951e-05	0	1.03795e-05	0.000167832	0.000189538	0	1.1513e-05	0	0	5.63832e-05	0	2.7041e-05	0	0	0	0	0	0	0	3.26371e-05	0	8.99048e-05	0	0	0	1.53728e-05	9.86996e-05	0	0	5.02546e-05	0.000352818	0
Thymidylate synthase (FAD) (2.1.1.148)	6.53658e-05	0.000748677	1.07327e-05	0.000230578	0	9.45129e-05	0.000373905	0.000173148	0.00065844	0.000561164	0.000523102	0.000734381	0.00212542	0.0017193	8.71364e-05	3.3303e-05	0.00114772	0.00214426	0.00227717	0.00260504	3.02844e-05	0.000141735	0.00262641	0.000238933	0.000250707	0.000830738	0.000189408	0.000296297	0.000254303	0.00176647	1.24179e-05	0.000797237	5.39006e-05	0.000323248	0.000774194	0.000629069	0.000538789	0.00024609
Cobalt-factor II C(20)-methyltransferase (2.1.1.151)	8.78542e-06	0.000370326	0	9.15326e-05	4.61324e-05	1.29057e-05	9.29854e-05	3.80918e-05	2.07524e-05	0.000577747	4.57882e-05	3.63241e-05	0	0	0.000125683	0	0	0	0	0	2.96386e-05	3.72848e-05	0	5.85504e-05	3.34434e-05	0.000100527	0	1.7937e-05	1.30411e-05	0	0	8.15675e-05	1.12247e-05	0	0	0	9.95298e-05	0.000111141
Glycine/sarcosine N-methyltransferase (2.1.1.156)	0.000224467	0.000551488	0	0.000190207	0.000208353	9.29132e-05	0.000222692	0.000182278	5.82374e-05	0.000709049	0.000135799	0.000178019	1.73884e-05	4.46102e-05	4.36347e-05	0	0.000251785	7.69094e-05	6.0975e-05	4.39163e-05	8.00756e-05	0.000144096	1.37433e-05	0.000324199	0.000124013	0.00034966	6.65521e-05	1.95865e-05	0.000446323	7.783e-05	7.67724e-05	4.84181e-05	9.32306e-05	2.17293e-05	0.000355581	0.000208533	0.000198925	0.000223895
Demethylmenaquinone methyltransferase (2.1.1.163)	0.00120829	0.00137797	0.00127779	0.000992187	0.00126531	0.0012966	0.00114659	0.00181036	0.00148392	0.000478411	0.00113543	0.00124112	0.00221404	0.0019649	0.00124398	0.00140273	0.00189752	0.00186116	0.00211599	0.00184516	0.00135686	0.00150967	0.00207918	0.00124193	0.00239647	0.00119253	0.0033601	0.00149838	0.0015737	0.00211653	0.00136808	0.00146662	0.00133205	0.0016903	0.00129357	0.00110436	0.000710822	0.00306008
Demethylrebeccamycin-D-glucose O-methyltransferase (2.1.1.164)	1.46132e-05	3.26716e-05	0	0.000189029	0	0.000127614	0	4.69303e-05	0.000190528	0	0	0.000300048	1.47616e-05	3.49378e-05	2.70028e-05	0.000233699	5.98351e-05	0	0	0	1.80658e-05	4.65162e-05	0	0.000182466	0	0	3.08144e-05	0	4.71046e-05	0	0.000201921	6.4339e-05	3.12979e-05	0.000175587	3.07766e-05	4.2704e-05	0.000275168	6.43901e-05
23S rRNA (uridine(2552)-2'-O)-methyltransferase (2.1.1.166)	0.000237026	4.07953e-05	0.000198552	0.000211209	0.00015872	0.000185526	6.23064e-05	0	7.03551e-05	0.000245108	0.000453329	0	7.13013e-05	7.76062e-05	3.63075e-05	0.000174664	1.97691e-05	0.000111248	4.93363e-05	3.44756e-05	2.09886e-05	5.88494e-05	0	3.29744e-05	1.98516e-05	9.47193e-05	4.7284e-05	0.000196976	1.7968e-05	0	2.82243e-05	7.62415e-05	0	5.11547e-05	7.95262e-05	9.48423e-05	0.000354271	0.00011864
16S rRNA (guanine(527)-N(7))-methyltransferase (2.1.1.170)	0.000114753	1.67333e-05	9.9832e-05	9.84074e-05	9.5464e-05	0.000206966	3.26131e-05	0	4.92225e-05	0.00017573	0.000337383	9.91014e-06	4.62668e-05	0.000105174	1.59334e-05	8.30196e-05	5.22403e-05	0.000101555	7.98284e-05	7.86806e-05	2.54105e-05	5.1191e-05	0	5.87623e-05	3.25774e-05	0.000155636	0.000111056	0.000194036	2.02279e-05	2.13401e-05	3.72526e-05	5.34559e-05	1.92272e-05	6.05706e-05	7.03032e-05	8.63527e-05	0.000156251	0
16S rRNA (guanine(966)-N(2))-methyltransferase (2.1.1.171)	0.000729767	0.000413444	0.00029252	0.00074717	0.000313939	0.000818436	0.000345492	0.000296673	9.84252e-05	0.000483818	0.00103335	0.000392441	7.30723e-05	8.35909e-05	0.000373524	0.000599721	0.00032523	0.000151547	9.71175e-05	0.000128293	0.000440718	0.000244006	9.99183e-06	0.000442597	0.000190293	0.000589806	0.000244887	0.000357558	0.000322352	0.000179731	0.00023926	0.000310877	0.000519142	0.000496761	0.00029204	0.000642546	0.000669964	0.000237778
16S rRNA (guanine(1207)-N(2))-methyltransferase (2.1.1.172)	0.000142167	4.68772e-05	0.000156447	0.000105818	0.00018471	0	1.99295e-05	0	0	0.000289156	0.000660011	0	1.85804e-05	0	9.8439e-05	7.9596e-05	0	0	4.33819e-05	3.53132e-05	0	0	0	0	0	3.28705e-05	0	0.000189409	0	0	0	8.18153e-05	0	0	0	0	0.000323257	0
23S rRNA (guanine(2445)-N(2))-methyltransferase (2.1.1.173)	0.00106367	0.000683755	0.00141925	0.000785669	0.000824926	0.000930526	0.000945515	0.000790733	0.000681535	0.000404527	0.000655169	0.000435695	0.000155144	0.000331592	8.87085e-05	0.000733953	0.000627976	0.000223479	0.000162853	0.000287256	0.00123843	0.00107987	1.2576e-05	0.00100157	0.0010617	0.00108133	0.000595259	0.000375064	0.000970641	0.000322326	0.000421403	0.0010102	0.00108734	0.000923867	0.000535955	0.000858514	0.000670261	0.00120774
23S rRNA (guanine(1835)-N(2))-methyltransferase (2.1.1.174)	0.00011532	4.13771e-05	0.000161845	0.000176953	0.000189071	0	0	0	0	0.000166775	0.000353154	0	4.39786e-05	0	8.68382e-05	8.02774e-05	0	0	0	0	0	0	0	0	0	2.78855e-05	0	0.000209358	0	0	0	7.71558e-05	0	0	0	0	0.000352737	0
16S rRNA (cytosine(967)-C(5))-methyltransferase (2.1.1.176)	0.000428797	0.000929909	0.000381355	0.000614917	0.000322474	0.000271263	0.000622678	0.00016043	0.000631523	0.0016611	0.000884267	0.000190952	0.000222523	6.10414e-05	0.000228547	0.000212351	0.000296786	0.00028397	0.000141543	0.000321017	9.26559e-05	0.000343409	0.000115863	0.000413396	0.000286695	0.000750989	6.74596e-05	0.000246055	0.000519619	0.000201439	5.00378e-05	0.000252505	0.000255607	0.000153293	0.000957262	0.000482502	0.00104607	0.00082881
