	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
P164-PWY: purine nucleobases degradation I (anaerobic)	0.000316186	0.00157496	0.0013199	0.00047175	0.00129576	0.000543885	0.000867899	0.00154733	0.0017463	0.0	0.00115487	0.00234614	0.000677811	0.00161121	0.00196352	0.000713249	0.00201237	0.00159945	0.00143458	0.000970858	0.00144155	0.000575238	0.000746671	0.000195715	0.00204469	0.000882712	0.000597622	0.00181641	0.000983635	0.00126067	0.00130349	0.00122106	0.000741185	0.00131363	0.00200817	0.000499572	0.000927151	0.0009927	0.00101091	0.00216117	0.00171004	0.00119361	0.00090872	0.00153362	0.00147353	0.00144807	0.00307593	0.00122822	0.000627255	0.000902566	0.00150207	0.000446421	0.000334879	0.00174684	0.00102106	0.000709476	0.00060985	0.000624283	0.000488484	0.00074049	0.00165689	0.0014444	0.0012225	0.000785916	0.000933694	0.000453206	0.00061546	0.000414686	0.00129303	0.00037183	0.000381111
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	3.38388e-05	9.2359e-05	0.000137908	0.00245332	0.000146063	0.000697398	5.29347e-05	6.26423e-05	0.000461839	0.000902873	0.0001001	0.000824684	0.000347327	5.08317e-05	4.98361e-05	0.0	2.50402e-05	0.000413521	0.000343099	6.6588e-05	0.000605889	1.77945e-05	0.000814389	0.0	0.0020163	0.000362207	2.9635e-05	8.20481e-05	4.59712e-05	0.000117539	0.000127667	9.11345e-05	0.000816939	0.0013943	8.36123e-05	0.000244722	0.000298082	0.00117537	0.000407366	0.000528011	0.000327183	0.00254339	0.00409616	0.000661951	0.000322611	0.000854462	0.000376777	0.00122829	8.09821e-05	0.000132885	1.98971e-05	2.45263e-05	4.29707e-05	5.52723e-05	0.0	7.75102e-05	0.000110061	0.000266078	5.62737e-05	9.21863e-05	2.00152e-05	0.0010359	0.000667746	2.29146e-05	0.00012315	4.31814e-05	5.14089e-05	6.08577e-05	0.000164428	0.000137538	5.85439e-05
P221-PWY: octane oxidation	1.00938e-05	7.08207e-05	1.86753e-06	0.000935819	1.35455e-05	4.05151e-05	2.99325e-05	4.2946e-05	0.000236539	0.000188563	0.000381373	0.000342981	0.0	9.29224e-05	2.37129e-05	3.86194e-05	0.000208346	0.0001567	0.000140197	8.97756e-05	0.000334719	2.60909e-05	2.55371e-05	9.50932e-06	0.000615229	1.093e-06	0.0	4.89832e-05	1.06794e-05	2.91634e-05	0.000123028	9.93545e-05	0.000284868	0.000531	3.46939e-05	0.000186718	0.000112461	0.000207665	9.00683e-05	5.55008e-05	9.28193e-05	0.00101209	0.00193755	0.000173308	0.000447336	2.7595e-05	0.000159317	0.000421291	8.35336e-06	7.33312e-07	1.52389e-05	7.0585e-07	8.89655e-07	9.62422e-05	0.0	2.35078e-06	5.61165e-05	3.0345e-05	0.0	1.46691e-05	0.000118086	0.000375419	0.000355406	1.19421e-05	2.45233e-05	0.0	2.14098e-05	2.43694e-05	0.000176126	0.0	5.77781e-06
P23-PWY: reductive TCA cycle I	1.49682e-05	0.000386855	1.07014e-05	0.000112048	0.000269385	0.00121764	0.000341343	0.000148143	0.0	0.000549646	0.000119745	0.000907945	2.49886e-05	0.000178931	0.0	8.25389e-05	0.0	0.000315542	0.000247828	7.71392e-05	0.0	2.65274e-05	0.000160862	9.45727e-05	0.000563693	0.000108714	0.000151515	0.000259814	0.000180256	0.0	7.25339e-05	1.13946e-05	0.000217194	0.000430851	6.21281e-05	1.79129e-05	0.000292555	0.000143222	0.000265705	9.0955e-05	0.000147593	2.53582e-05	7.19559e-06	8.76847e-05	6.22002e-05	8.92563e-05	0.000166466	1.93251e-05	6.84816e-05	8.51281e-06	0.000100138	2.21971e-05	4.27745e-05	0.0	7.47486e-06	8.64528e-05	0.000109657	4.03324e-05	0.0	3.13026e-05	7.04647e-05	0.0	0.000420714	0.000102652	7.12074e-05	4.98089e-05	0.0	7.20033e-05	0.000473026	0.00020948	0.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.0015856	0.000625169	4.2051e-05	0.0027027	0.00093477	0.00286678	0.000538948	0.000812925	0.00158788	0.00135404	0.00255253	0.00267826	4.47364e-05	0.000997618	0.000312443	7.20797e-05	0.00147083	0.00204084	0.00213174	0.000821363	0.00229794	0.000290811	0.000376915	0.000233666	0.00191233	0.000285059	9.40505e-05	0.00149955	0.00162817	0.000957072	0.00101434	0.0011974	0.00247185	0.00209553	3.92343e-05	0.003274	0.00131814	0.00207216	0.000778118	0.00212037	0.00195329	0.00267185	0.00372804	0.00319924	0.00250607	0.000423072	0.0032383	0.0031862	0.000353342	0.000255055	0.000140639	0.0	0.000391505	0.000884633	4.01465e-05	0.000718425	0.000490897	0.000479606	0.000235584	0.000232692	0.00075772	0.00163311	0.00175211	0.000408591	0.00031243	0.000210652	0.00046519	0.000641063	0.00180667	0.00028448	0.000131972
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	0.0013818	0.000776877	0.00130785	0.00246199	0.000675053	0.00175132	0.00224429	0.00238938	0.000487069	0.00229921	0.00152381	0.00100205	0.00111843	0.00250119	0.0029221	0.00131451	0.00112633	0.00151824	0.00161948	0.00289918	0.0016696	0.00439998	0.00252179	0.0034227	0.00139589	0.00263325	0.00217503	0.000955894	0.00256918	0.00165678	0.00535738	0.00232137	0.00289075	0.00407875	0.00263382	0.00445957	0.00161231	0.0071612	0.00408774	0.00463263	0.00490891	0.0049564	0.00392098	0.00445445	0.00291335	0.00527955	0.00373686	0.00341509	0.0034063	0.00242843	0.00343674	0.00431533	0.0049458	0.00480371	0.00404898	0.00289326	0.00608762	0.0020354	0.00306332	0.00231438	0.00191611	0.00232158	0.00288636	0.00197783	0.00192583	0.00463377	0.00371871	0.00285811	0.00357357	0.00370732	0.00322172
P42-PWY: incomplete reductive TCA cycle	0.000514082	0.000818432	0.00032108	0.000323115	0.000294506	0.00112071	0.000481722	0.0004167	0.000770237	0.000621556	0.000535929	0.00131266	0.000884795	0.000570698	0.000392971	0.000107936	0.000683026	0.000724718	0.0010686	0.000371729	0.000962345	0.000153924	0.000853977	0.000253581	0.00120251	0.000310527	0.000274316	0.000649418	0.000550903	0.000562751	0.00053361	0.00106713	0.00100816	0.00086186	0.000129437	0.000154408	0.000686374	0.00116734	0.000352159	0.000567652	0.000958896	0.000460166	0.000220753	0.000745724	0.000339213	0.000331751	0.000702784	0.000716602	0.000143855	0.000755326	0.000182418	0.000241727	9.04714e-05	0.000553602	2.35489e-05	0.000883599	0.000717931	0.000743393	0.000897027	0.000278324	0.000304251	0.000582137	0.00072013	0.000158126	0.000112425	0.000732977	0.000135203	0.00215539	0.000732855	0.000856952	0.00201069
P441-PWY: superpathway of N-acetylneuraminate degradation	0.00208234	0.00311255	0.000864013	0.00392862	0.00149732	0.00403875	0.00360393	0.00330462	0.00317937	0.00212451	0.00422845	0.00383336	0.000767871	0.00278746	0.00182952	0.00156934	0.00279333	0.00288988	0.00288859	0.00229614	0.00362813	0.000805069	0.00148716	0.000884185	0.00268796	0.00113677	0.000681968	0.00196343	0.00272815	0.00319109	0.00192939	0.00237734	0.00301898	0.00311689	0.00243692	0.00404673	0.00228337	0.00329522	0.00163572	0.00346486	0.0027118	0.00195335	0.00268212	0.00358324	0.00388319	0.00287685	0.00397558	0.00367487	0.00130254	0.000913207	0.00146706	0.00110011	0.000838898	0.00270483	0.000375111	0.00166913	0.00135133	0.00166124	0.00154213	0.000593645	0.00198817	0.00250363	0.00307685	0.00118563	0.000982008	0.000660101	0.00122655	0.000916539	0.00324008	0.000867639	0.000511899
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.00159709	0.00116304	7.8712e-05	0.00274683	0.00108375	0.0031289	0.00102292	0.00150288	0.00173376	0.00117001	0.00346825	0.00217899	0.000240983	0.0010938	0.000424011	0.000250113	0.00174447	0.00193422	0.00173844	0.00115844	0.00246046	0.000211118	0.000798081	0.00031144	0.00232779	0.000590553	0.000249557	0.00197156	0.00153745	0.00143748	0.000889374	0.000988796	0.00253398	0.00154185	0.000815204	0.00478763	0.00156945	0.00453357	0.000758783	0.00433512	0.00161765	0.00259327	0.00485068	0.00358035	0.00342163	0.00321457	0.00494935	0.00308454	0.000405214	0.000686547	0.000885608	0.000674534	0.000297162	0.000967452	0.000219993	0.000632505	0.000641261	0.000800084	0.000339423	0.000235878	0.00113615	0.0015779	0.00191703	0.000671448	0.000564076	0.000210599	0.000896808	0.000459447	0.00188174	0.000416647	0.000244131
PANTO-PWY: phosphopantothenate biosynthesis I	0.00644758	0.00730471	0.0111848	0.00520136	0.00789825	0.00471784	0.0073196	0.00733202	0.00714125	0.00662498	0.00462225	0.0054694	0.0105943	0.00724117	0.0081957	0.00945179	0.00736851	0.00534439	0.00526785	0.00588951	0.00642778	0.00600442	0.00833682	0.0166191	0.00664735	0.00826508	0.00832584	0.00680319	0.00724952	0.00741183	0.00668378	0.00635631	0.0057325	0.00557901	0.0080066	0.00419417	0.00823426	0.00435678	0.00818496	0.00590762	0.00569736	0.00490669	0.00382811	0.00429297	0.00439492	0.00583931	0.00302298	0.00377386	0.00624702	0.00753525	0.0078639	0.0106453	0.00853857	0.0068883	0.0103011	0.00688954	0.00654267	0.00807164	0.00824092	0.00740144	0.00717654	0.00725847	0.00561418	0.00816414	0.00784183	0.00831965	0.0124373	0.00749086	0.00577884	0.00807584	0.00703233
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	0.00678032	0.00704037	0.0110071	0.00450525	0.00814422	0.00430109	0.00717307	0.00747265	0.00665382	0.00679732	0.00438448	0.00524608	0.0105996	0.00714298	0.00803888	0.00961482	0.00697151	0.0053542	0.00564994	0.00639638	0.00599346	0.00672843	0.00893407	0.0163693	0.00645816	0.00852637	0.00832464	0.00676799	0.00702536	0.00748597	0.00705081	0.00679025	0.00555875	0.00590877	0.00811013	0.00408747	0.00803267	0.00492717	0.00829854	0.00605085	0.00629606	0.00512971	0.0029408	0.004543	0.00428326	0.00634019	0.00341301	0.00383736	0.0071539	0.00836506	0.00796003	0.0104505	0.00890049	0.00676626	0.00950125	0.00784542	0.00755005	0.0083526	0.0085858	0.00813957	0.00729248	0.00707608	0.00574478	0.00814191	0.00840597	0.00896066	0.0112462	0.00770338	0.00597719	0.00904578	0.00768321
PENTOSE-P-PWY: pentose phosphate pathway	0.00345873	0.00606023	0.00371331	0.006179	0.00503453	0.00525513	0.00581612	0.0044118	0.00527075	0.00353686	0.00447526	0.0050417	0.00285616	0.00520381	0.00436248	0.00421125	0.00496574	0.00492823	0.00485165	0.00276092	0.00377242	0.00380347	0.00302633	0.00129107	0.00543373	0.00439871	0.00414979	0.00423197	0.0048112	0.00455297	0.00417093	0.00435242	0.00268423	0.00330114	0.00586172	0.00418798	0.0037427	0.00488585	0.00354427	0.00429005	0.00433812	0.00296282	0.00549782	0.00352524	0.00409651	0.0055587	0.003097	0.00490626	0.0026134	0.00363234	0.00514394	0.00496266	0.00276547	0.00514768	0.00728662	0.00269459	0.00243039	0.00329329	0.0032812	0.00338092	0.00442091	0.00467401	0.00356564	0.00438927	0.00370051	0.00371812	0.00522118	0.0025435	0.00389782	0.00252613	0.00461416
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.0102664	0.00803601	0.0114874	0.00568253	0.00902063	0.00513184	0.00849793	0.00945988	0.00753315	0.00842892	0.00592175	0.00604234	0.0116241	0.00840818	0.00929173	0.0101395	0.00842723	0.00619526	0.00672697	0.00969874	0.00690783	0.00968393	0.0111564	0.0177559	0.00740733	0.0105916	0.0103355	0.00951131	0.00755203	0.00891983	0.00942601	0.0082385	0.0080231	0.00821639	0.00938886	0.0057084	0.0100848	0.00776627	0.00973614	0.00817373	0.00859115	0.0070892	0.00444116	0.00702883	0.00605091	0.00911783	0.00622134	0.00549641	0.0106393	0.011347	0.00942522	0.0114145	0.0106571	0.00822421	0.0104344	0.0112605	0.0129106	0.0102773	0.0123421	0.0109439	0.00871006	0.0079144	0.0077837	0.0103818	0.0103376	0.0121741	0.0123616	0.0137257	0.00734323	0.0113041	0.0103906
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00458316	0.00365972	0.00379626	0.00466085	0.00379913	0.00591619	0.00252405	0.00289001	0.00472607	0.0040279	0.00497837	0.0048765	0.0025315	0.00457726	0.00385393	0.00223677	0.00570723	0.00461062	0.00537872	0.00436149	0.00503191	0.00248868	0.0044627	0.00111891	0.00381955	0.00551264	0.00504128	0.00384365	0.00440893	0.0038756	0.00297807	0.00439457	0.00486408	0.00444582	0.00317642	0.00617929	0.00394293	0.00344533	0.00488358	0.00578831	0.00353509	0.0043015	0.00398187	0.00493043	0.00519149	0.00488443	0.00447064	0.00475851	0.00257629	0.00401138	0.00484237	0.00393553	0.0034552	0.00488148	0.00409403	0.00380193	0.00275611	0.00314973	0.00242989	0.00562726	0.00496127	0.00389232	0.00420992	0.00573512	0.00490926	0.00421115	0.00357005	0.00567133	0.00432579	0.00426374	0.00352469
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.000353723	0.0	5.71877e-05	0.0	0.0	1.45366e-05	9.57031e-05	4.23754e-05	0.0	0.000402336	0.0	0.0	2.73682e-05	8.77184e-05	0.000246375	0.000133191	5.73668e-05	4.48375e-05	0.000100638	0.00146131	0.000263228	0.000211477	0.000311876	0.000164483	5.34433e-05	0.000289049	2.88423e-05	6.09379e-05	3.72327e-05	1.0675e-05	0.000960848	0.000404135	0.00100303	0.000819948	0.000133819	4.64623e-05	0.000396972	0.00106836	0.000524253	0.000172682	0.000521057	0.000444417	0.000222041	0.000377862	2.2981e-05	0.0	0.00018782	0.0	0.000576424	0.000236997	0.000420703	0.000118782	0.000285822	0.00116747	6.7977e-05	0.000423019	0.000670041	0.000182349	0.000100099	8.34398e-05	0.000684586	0.000477665	0.00117999	0.000385958	0.000590285	5.49794e-05	0.000219588	0.000458638	0.00149615	0.000527016	1.34851e-05
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.001888	0.00143291	0.000379123	0.00194406	0.000991743	0.00222446	0.00116858	0.00123304	0.00116662	0.00198828	0.00258403	0.00198361	0.000367549	0.00137949	0.00124243	0.000382065	0.00150252	0.00246757	0.00257968	0.00171541	0.00213155	0.000572325	0.000984382	0.000989063	0.00260586	0.000874047	0.000505268	0.00169843	0.00203633	0.00101934	0.00114129	0.00108227	0.00168553	0.00209671	0.00020213	0.00272487	0.00100761	0.00174808	0.000679248	0.00273408	0.00151941	0.00236772	0.00328543	0.00198848	0.00260474	0.00050836	0.00188599	0.00224728	0.00144664	0.000864861	0.00130108	0.00108471	0.000734326	0.00178036	0.00233145	0.00063736	0.0008733	0.000725267	0.000383525	0.000403792	0.0017342	0.00195298	0.00207543	0.000916759	0.000818716	0.000190945	0.000751934	0.00108391	0.00215939	0.000681447	0.00154049
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.00185186	0.00265374	0.00196576	0.00281856	0.00293201	0.00232411	0.00430421	0.00316222	0.00311118	0.00228167	0.00273627	0.00280665	0.00251268	0.00333243	0.00411019	0.00484496	0.00334357	0.00335863	0.00331144	0.00210165	0.00263909	0.00378679	0.00159904	0.00064017	0.00315283	0.00243463	0.00246922	0.00297292	0.00324563	0.00358227	0.00389041	0.00292151	0.00175062	0.00188619	0.00348117	0.00302106	0.00221752	0.00369292	0.002483	0.00188049	0.00163524	0.00173542	0.00269138	0.00222769	0.00255213	0.000932678	0.00230065	0.00237524	0.00178362	0.00230456	0.00291538	0.000672701	0.00221432	0.0010386	0.00153088	0.000923586	0.000915024	0.00278105	0.00130673	0.00166861	0.00367751	0.00339367	0.00187998	0.00239208	0.00228654	0.00198591	0.00150484	0.000634099	0.00197878	0.000798999	0.00211441
PPGPPMET-PWY: ppGpp metabolism	0.000129944	0.000272939	3.94696e-05	0.000921805	9.62884e-05	0.00155003	0.000286953	5.42358e-05	0.000536191	0.000677527	0.000341719	0.00129731	5.55306e-05	0.000348154	0.00040717	2.0846e-05	0.000396612	0.000917558	0.000637349	0.000221652	0.00130128	0.000130987	6.72827e-05	0.000112951	0.000789407	4.18523e-05	0.000176198	0.000143633	0.00022811	0.000191215	0.000536816	0.000864226	0.00166177	0.000934779	3.95657e-05	0.000500418	0.000378124	0.000793354	0.000463264	0.0013959	0.00034094	0.00173656	0.00184084	0.000863608	0.000299235	0.00119341	0.0010497	0.000843465	8.8069e-05	0.000310713	0.000101114	4.99099e-05	0.000106492	0.000187451	7.47661e-05	0.000165054	0.000190152	0.000829987	0.000282268	2.24397e-05	0.000117719	0.000711466	0.000669552	6.66226e-05	0.000261154	0.00010198	0.000369022	0.000268768	0.000586416	0.000338414	5.16392e-05
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0.0	0.0	0.0	0.0011659	0.0	0.000298377	0.0	0.0	7.19077e-05	0.000300224	5.2194e-06	6.61953e-05	0.0	2.60361e-05	0.0	0.0	0.0	9.86492e-05	0.0	4.91518e-05	6.96032e-05	1.71867e-05	0.0	0.0	0.000543069	0.0	0.0	0.0	0.0	1.63048e-05	5.00514e-05	6.13067e-05	0.000268238	0.000730094	0.0	2.44154e-05	8.96181e-05	0.000355075	0.000128155	5.19694e-06	9.94761e-06	0.0010427	0.00246616	8.71723e-05	6.82182e-05	3.0038e-05	5.9257e-05	0.000392009	6.37765e-06	0.0	5.20287e-06	0.0	0.0	2.17042e-05	8.71578e-06	3.12409e-06	2.04346e-05	6.49099e-06	2.05145e-05	9.76767e-06	0.0	0.000331913	0.000250928	0.0	8.20378e-06	0.0	1.27668e-05	1.4834e-05	2.59982e-05	2.91965e-05	4.78466e-06
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.00152809	0.000729486	8.86376e-05	0.00230972	0.000933807	0.00235519	0.00101979	0.000832933	0.00138509	0.000999457	0.00210007	0.00192135	0.000138503	0.0011722	0.000869996	0.000191313	0.00173481	0.00194407	0.0020059	0.00110035	0.00259478	0.000332097	0.00050784	0.00017677	0.00118217	0.000346201	0.000494841	0.00124319	0.00177037	0.00105638	0.000928632	0.00189237	0.00311697	0.00225446	0.0	0.0017645	0.00107511	0.00128494	0.00091468	0.00138583	0.00080769	0.00242703	0.00222366	0.00189834	0.00175682	0.000187793	0.00259822	0.00224191	0.000292758	0.0	0.000227123	9.21513e-05	0.000310017	0.0009931	5.31216e-05	0.000376285	0.0003047	0.000788673	8.9935e-05	0.0	0.000884791	0.00163793	0.00181268	0.000633255	0.000239433	0.0	0.000360543	0.000363341	0.00201088	0.000514441	0.0
PWY-1042: glycolysis IV	0.0113755	0.00858511	0.00795557	0.00739372	0.00545365	0.00661079	0.00992818	0.0111482	0.00812687	0.00985319	0.00594534	0.00759025	0.0130418	0.0102804	0.0100993	0.013336	0.0111657	0.00786648	0.0083978	0.0103155	0.00856515	0.0115815	0.0101156	0.0192362	0.0105193	0.0119842	0.0130571	0.0111146	0.00926842	0.0106437	0.0119862	0.00995243	0.0107779	0.00913664	0.0113219	0.00735868	0.0118883	0.00912362	0.0102356	0.00873174	0.00925877	0.00920553	0.00714051	0.00986048	0.00687284	0.0110792	0.00751649	0.00754276	0.0126003	0.0126252	0.010198	0.0110196	0.0137204	0.00809227	0.00983069	0.0113541	0.0127706	0.0125027	0.0124226	0.0104772	0.010484	0.0100956	0.00908702	0.0124889	0.0099957	0.0126759	0.0129632	0.0138983	0.00875979	0.013666	0.0109547
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.00439392	0.00383223	0.00404847	0.00363287	0.00627804	0.005044	0.00229186	0.00237744	0.00251796	0.00207844	0.0040346	0.00310723	0.00317592	0.00298171	0.00332509	0.00349128	0.00251402	0.00339642	0.00389086	0.00211016	0.00310993	0.00103629	0.00302804	0.000437204	0.0024777	0.00302146	0.0028351	0.00449241	0.00301272	0.00356976	0.00137814	0.00305712	0.00381606	0.00292781	0.00378849	0.00260801	0.00388992	0.00161921	0.00415405	0.00217303	0.00219982	0.0017822	0.00239965	0.00179315	0.00227978	0.00261375	0.00238388	0.00254718	0.00139015	0.00218731	0.00240772	0.00170316	0.00132723	0.00332326	0.000606518	0.00254383	0.00204129	0.00109157	0.0019849	0.00308031	0.00290119	0.0021359	0.00206488	0.00245779	0.00288313	0.00232533	0.00112143	0.00399059	0.00219013	0.00200692	0.00156507
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	0.00138645	0.000150832	0.0	0.000213022	0.000800563	0.00295034	0.000572497	0.000204281	5.19128e-05	0.000397109	0.0	0.000253362	2.27183e-05	0.00072761	0.000141331	5.00136e-05	1.22056e-05	0.00185616	0.00215854	0.000193365	0.000207286	3.47603e-05	1.32069e-05	0.0	0.00111158	6.3733e-05	7.93416e-05	0.000352923	0.00156812	0.000679681	0.000623716	0.000310548	1.58173e-05	6.70736e-05	6.46996e-05	0.000835295	0.000270252	0.000182609	0.000367633	0.00211397	0.000208938	0.000428861	0.000227629	0.00119656	0.000185243	0.00307038	0.000428948	0.000965057	0.000134352	0.000903406	0.00020222	2.30285e-05	6.50665e-05	0.000145707	3.88e-05	0.000233608	0.000179934	0.000452174	0.000146526	0.000112675	0.000166696	0.000206785	0.000213516	0.000234154	0.000123261	0.000112429	2.9495e-05	0.00035563	0.000453736	0.000132402	0.000151555
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.00196771	0.00142022	4.38723e-05	0.00343654	0.000984495	0.00232364	0.000853745	0.00077607	0.00227937	0.00212408	0.00272871	0.00241509	0.000111237	0.00148802	0.00068055	0.000221872	0.00162602	0.00215202	0.00202663	0.00129333	0.00272979	0.00113023	0.000682718	0.000255748	0.00214085	0.000478994	0.000535786	0.00160521	0.00151204	0.00106814	0.00137931	0.00166033	0.00273374	0.00260466	0.000182934	0.00277112	0.00154985	0.00206237	0.000763513	0.00210304	0.00324045	0.00347227	0.00199391	0.00252553	0.00284137	0.00134168	0.00239539	0.00311375	0.000432701	0.000120469	0.00030293	9.48969e-05	0.000409385	0.00125996	9.54749e-05	0.00100785	0.000407227	0.000855671	0.000229476	0.00022752	0.00141599	0.00217937	0.00232284	0.000586217	0.000396291	0.000311155	0.000720318	0.0016595	0.00216467	0.000500809	4.54249e-05
PWY-2941: L-lysine biosynthesis II	0.00179477	0.00495557	0.00415416	0.00508399	0.00647612	0.000516638	0.00612663	0.00573301	0.00452557	0.00268488	0.00353597	0.00292306	0.00354104	0.00383273	0.00462992	0.00386652	0.00314183	0.00358248	0.00373024	0.00175947	0.00311441	0.00189306	0.00222489	0.00205884	0.00244745	0.00259487	0.00420656	0.00329635	0.00286712	0.00449456	0.0031883	0.00276181	0.000256677	0.00239727	0.00640809	0.00272007	0.00233318	0.00559044	0.00297607	0.00170873	0.00215079	0.00104484	0.00116846	0.00323042	0.003996	0.00404904	0.0010487	0.00374816	0.000626926	0.00126748	0.0030712	0.00309942	0.0018009	0.00406163	0.000798451	0.00175787	0.00127615	0.00142445	0.00128472	0.00175354	0.00334119	0.00173008	0.00207489	0.00266426	0.00309143	0.00260435	0.00142556	0.001531	0.00179976	0.00196683	0.00193157
PWY-2942: L-lysine biosynthesis III	0.00779273	0.00745655	0.0106281	0.00537854	0.00801771	0.00520202	0.00861203	0.00855185	0.0068005	0.0068174	0.00475893	0.00557979	0.0100619	0.0073294	0.0079283	0.00973369	0.00783395	0.00543048	0.00603127	0.00770515	0.00653767	0.00856219	0.00891487	0.016689	0.00744015	0.00789078	0.00831266	0.00765415	0.00719286	0.008768	0.00794547	0.00753264	0.005839	0.00647598	0.00913403	0.00515625	0.00877813	0.00672687	0.00803579	0.00724417	0.00785851	0.00576508	0.0047955	0.00690472	0.00562376	0.00843812	0.00461365	0.00616442	0.00687614	0.00844432	0.00726377	0.00987037	0.00867869	0.00773867	0.0093058	0.00773351	0.00792023	0.00872292	0.00784204	0.00819528	0.00738719	0.00790668	0.00619852	0.00812917	0.00795422	0.00974118	0.0112263	0.0091843	0.0060822	0.00899091	0.00854078
