EC	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (2.3.1.129)	0.00235104	0.00223888	0.00281283	0.00203848	0.00228865	0.00148402	0.00261927	0.00245172	0.0025428	0.00149879	0.00124462	0.00184896	0.00286338	0.00215093	0.00211688	0.0025325	0.0023857	0.00201342	0.00203439	0.00117285	0.00148558	0.000838513	0.00167896	0.00179674	0.0023388	0.00210713	0.00232514	0.00231143	0.00191391	0.00246126	0.00102184	0.00191896	0.00126809	0.00139537	0.00230745	0.000374986	0.00215483	0.000590505	0.00200082	0.000589941	0.00105979	0.000559491	0.000902486	0.000329017	0.000824118	0.00147056	0.000485079	0.00109575	0.000585661	0.00150896	0.00175729	0.00180424	0.00183977	0.00134138	0.00184114	0.00116408	0.000608458	0.00210983	0.000831772	0.00171053	0.00202676	0.0024023	0.00105837	0.00215808	0.00175746	0.00148167	0.00211804	0.00139868	0.00118236	0.00128918	0.00122364
Glycerol-3-phosphate 1-O-acyltransferase (2.3.1.15)	0.000364391	0.000242515	7.72294e-06	0.000603455	0.000198804	0.0010692	0.000137367	0.000153008	0.000392252	0.00020942	0.00141463	0.00081441	1.72024e-05	0.000242559	0.000124956	4.16033e-05	0.000493266	0.000496977	0.000499979	0.000207329	0.000676885	4.4461e-05	0.000175109	3.3169e-05	0.000287225	6.3096e-05	1.77216e-05	0.000267992	0.000382125	0.000234975	0.000132532	0.000196875	0.000395818	0.000399885	1.92613e-05	0.00143339	0.000283546	0.000315303	6.43161e-05	0.000688771	0.000313011	0.000514337	0.00118866	0.000777033	0.00128811	5.25978e-05	0.000955702	0.000923089	5.47354e-05	9.67481e-06	4.38176e-05	1.40863e-05	3.05053e-05	0.000214673	1.31155e-05	6.51222e-05	4.15997e-05	6.79911e-05	6.3141e-06	2.59522e-05	0.000227171	0.000258683	0.000391638	0.000103409	4.7677e-05	6.94086e-06	5.9404e-05	4.25945e-05	0.000439797	2.29149e-05	4.20558e-06
Glucosamine-1-phosphate N-acetyltransferase (2.3.1.157)	0.000219251	0.000294111	9.64944e-05	0.000291491	0.000152912	0.000300822	0.000360838	0.000490455	0.000204822	0.000338768	0.000385084	0.000253018	0.000129793	0.000290758	0.000174036	8.76986e-06	0.000196539	0.000254979	0.00037038	0.000360178	0.000256506	0.000232876	0.000357905	0.000135234	0.000248906	0.000405484	0.000354188	0.000213511	0.000278254	0.000345194	0.000186993	0.000308941	0.00033696	0.000662024	0.000278419	0.000781218	0.000138273	0.0009912	0.000339652	0.00112641	0.000632414	0.000441512	0.000526924	0.000764844	0.000471329	0.000558406	0.000928899	0.000385554	0.000302669	0.000228468	0.000375295	0.000663835	0.000244833	0.000393223	0.00116683	0.000433885	0.000352229	0.000135218	0.000341315	0.000153729	0.000117179	0.000186141	0.000389658	0.000200609	0.00015236	0.000313546	0.00054256	0.000597253	0.000338235	0.000357853	0.000529842
Acetyl-CoA C-acyltransferase (2.3.1.16)	0.000919706	0.000243617	2.77029e-05	0.000816087	0.000163991	0.00102542	0.000265151	0.000224492	0.000588791	0.000321536	0.00140662	0.000687563	3.29194e-05	0.000297962	0.000128196	3.09297e-05	0.00035835	0.00148752	0.000917389	0.000256873	0.000797621	5.46441e-05	0.000122799	4.12038e-05	0.000449042	0.000106749	2.21443e-05	0.000445738	0.00151718	0.000262765	0.000218573	0.00020643	0.000627331	0.000468261	5.09459e-05	0.00153361	0.000341417	0.000412102	9.7385e-05	0.000555007	0.00047848	0.000730381	0.00147024	0.000855533	0.00111418	0.000491207	0.00137738	0.000794203	9.30679e-05	5.16242e-05	8.60383e-05	6.36376e-05	7.56093e-05	0.000580249	0.000110955	0.000103973	6.25376e-05	5.94664e-05	4.7987e-05	3.28204e-05	0.000289525	0.000317926	0.000492483	0.000172119	7.9031e-05	3.21846e-05	0.000140965	8.08303e-05	0.000634324	5.42254e-05	1.38333e-05
3-oxoadipyl-CoA thiolase (2.3.1.174)	6.34851e-07	0.000114176	1.8473e-05	0.000513219	2.80705e-05	0.000111935	4.22271e-05	5.49275e-05	8.53722e-05	0.00012355	0.000327381	0.000234968	5.55645e-06	5.26428e-05	1.87669e-05	5.93824e-05	0.000143187	5.31242e-05	5.24735e-06	4.80457e-05	0.000187441	8.8714e-06	2.3796e-05	1.10353e-05	0.000302186	1.90883e-05	3.90198e-06	1.07453e-05	1.34439e-05	5.19642e-05	3.47417e-05	3.31255e-05	0.000107453	0.000226697	8.1873e-05	0.000490477	8.6767e-05	0.000173536	3.88488e-05	7.93898e-05	8.2789e-05	0.000464709	0.000992491	0.000106368	0.000279643	3.25918e-05	7.55034e-05	0.000224661	5.62384e-06	9.86097e-06	8.57103e-06	5.6823e-06	3.15998e-06	0.000118843	2.05297e-06	1.49091e-05	6.26327e-06	8.04894e-06	3.99119e-06	8.14503e-06	6.77489e-05	0.00014723	0.00012983	8.00647e-06	1.81955e-05	4.68819e-06	4.55787e-05	5.49854e-06	0.000184819	2.64261e-06	1.51286e-06
Beta-ketoacyl-[acyl-carrier-protein] synthase II (2.3.1.179)	0.00262954	0.00213591	0.0020463	0.00140754	0.00148329	0.00203644	0.00242078	0.00281089	0.00186849	0.00228558	0.00129026	0.00180033	0.00289386	0.00228387	0.00267692	0.00287287	0.00318468	0.00209182	0.00230129	0.00231491	0.00186037	0.0022926	0.00235782	0.00264324	0.00311788	0.00268129	0.00266203	0.00271941	0.00234295	0.0028334	0.00229595	0.00275614	0.00216477	0.00209867	0.00243443	0.0013851	0.00258637	0.00212202	0.00242289	0.00158893	0.0019198	0.00209387	0.00148611	0.00167182	0.00138982	0.00177171	0.00117428	0.00158021	0.00259894	0.0023609	0.00259972	0.00235181	0.00286657	0.00200265	0.00268127	0.00212537	0.00245438	0.00301393	0.00238696	0.00238325	0.00249967	0.00266542	0.00207364	0.00281286	0.00229507	0.00255549	0.00268298	0.002358	0.00216202	0.00266956	0.00262503
Galactoside O-acetyltransferase (2.3.1.18)	0.000885892	0.000360722	0.00047532	0.000532073	0.000471013	0.000561046	0.000534099	0.00161287	0.000709265	0.000669443	0.000771694	0.000774033	0.000937982	0.000680133	0.00120821	0.00174489	0.0017885	0.00109246	0.00166207	0.000496307	0.000882841	0.00067214	0.0007647	0.00125938	0.00148513	0.000706985	0.000945985	0.000962208	0.00185722	0.00141736	0.000230924	0.00157634	0.000154582	0.000715715	0.000872723	0.000512663	0.000932636	0.000870833	0.000714248	0.000202208	0.000526667	0.000136816	5.51364e-05	0.000457296	0.000368585	0.000495874	0.00012846	0.000767933	0.000497563	0.000531982	0.00117311	0.000757755	0.00119994	0.000444884	0.000463956	0.000394978	0.000494503	0.000778521	0.000235113	0.000561248	0.000921222	0.000644911	0.000255843	0.00117718	0.000789779	0.000615268	0.0014362	0.000515881	0.000922765	0.000688618	0.000610142
Beta-ketoacyl-[acyl-carrier-protein] synthase III (2.3.1.180)	0.00183701	0.00254049	0.00215558	0.00159825	0.00234223	0.00186858	0.00222296	0.00300225	0.00246135	0.00240589	0.00155059	0.00143951	0.00258313	0.0029018	0.00210373	0.00179514	0.00264513	0.00197256	0.00182079	0.00222713	0.00192342	0.00198058	0.00199618	0.00239438	0.00141638	0.00213832	0.00236719	0.0026154	0.00194615	0.00198942	0.00210815	0.00225962	0.00204262	0.00174534	0.00211956	0.00120405	0.00197903	0.00206128	0.002056	0.00143727	0.0016261	0.00116317	0.000628643	0.00132041	0.00135565	0.00187911	0.00106236	0.00145971	0.00239565	0.00220607	0.00222447	0.00263077	0.00233531	0.00222485	0.00225619	0.002243	0.00223735	0.00285484	0.00219843	0.00300112	0.00231372	0.00229317	0.00201111	0.00216349	0.00285435	0.00236421	0.00225732	0.00183997	0.00200353	0.00248851	0.00219376
Lipoyl(octanoyl) transferase (2.3.1.181)	0.000563799	0.000956133	0.00148279	0.000953529	0.000965483	0.000863119	0.00121858	0.00124232	0.0012183	0.00101212	0.000608247	0.000981606	0.00168115	0.000990736	0.00106523	0.0013351	0.00130204	0.000969677	0.00118517	0.00035155	0.00091925	0.000446644	0.00113569	0.00158788	0.00132516	0.00106005	0.00121989	0.000943005	0.00103654	0.00119129	0.000436491	0.0011127	0.000386324	0.000689558	0.00127755	0.000307852	0.0012784	0.000409217	0.00111768	0.000134532	0.000607844	0.000292944	0.000554591	0.000283218	0.000500528	0.000496867	0.000316892	0.000676707	0.000314349	0.000768764	0.00085979	0.000829852	0.00101288	0.000673345	0.000502388	0.000775085	0.000427896	0.00103169	0.000507729	0.000951985	0.00106214	0.00127162	0.000541942	0.00108675	0.00100973	0.000947997	0.0012803	0.000577026	0.000704335	0.000870833	0.000724765
Phosphinothricin acetyltransferase (2.3.1.183)	0.000136815	9.75026e-05	4.23163e-05	0.000227729	3.07817e-05	0.000111685	3.66722e-05	7.94881e-05	9.41572e-05	0.000105734	2.67369e-05	0.000224835	0.000146589	0.000101889	9.51635e-05	3.24682e-05	2.98177e-06	5.27219e-05	7.44148e-05	0.000352184	0.000146328	0.000734986	9.55102e-05	6.24366e-05	8.52855e-05	9.84917e-05	0.000139443	3.06384e-05	7.4165e-05	3.09235e-05	0.000608648	9.45603e-05	0.000265611	0.000409398	0.000110124	0.000275177	5.23355e-05	0.000228253	0.000221592	0.000445464	0.00039538	0.000405354	0.000494701	0.000367007	0.000184542	0.000237041	0.00016673	0.000245941	0.000130039	0.000379844	0.00020429	0.000323939	0.000127453	0.000413412	4.93932e-05	8.43836e-05	0.000147611	0.000107769	0.000183871	0.000129901	0.00026173	0.000354367	0.000384178	0.000147566	0.000136317	0.000330364	4.87861e-05	0.000126933	0.000154857	0.000163964	0.000292795
Phosphate butyryltransferase (2.3.1.19)	4.01659e-06	8.6166e-05	3.28855e-05	2.38032e-06	1.51682e-05	0.00017146	8.93608e-06	1.75642e-05	1.41565e-05	3.77287e-05	9.33182e-06	2.63134e-05	6.79931e-05	4.71966e-05	2.9561e-05	0.000118512	1.33279e-06	1.25427e-05	0	4.73799e-05	2.99764e-05	3.94658e-05	4.57165e-05	2.19585e-06	5.40632e-05	2.66873e-05	8.2697e-06	8.17373e-05	7.4125e-05	7.0442e-06	4.3495e-05	6.96732e-05	2.26956e-05	3.79245e-05	4.87584e-05	1.55293e-05	2.59949e-05	9.10252e-05	9.01384e-06	0	9.30887e-05	2.77487e-05	5.91723e-05	0.000114434	3.89557e-06	0.000193802	1.24523e-05	0.000106765	5.22084e-05	9.78339e-05	0.000106295	2.50724e-05	4.939e-05	0.000157213	2.25509e-05	4.13686e-05	0.000194661	9.13267e-06	4.0076e-05	5.47974e-05	3.22322e-05	1.11668e-05	5.57314e-05	8.32604e-06	6.52009e-05	8.87935e-05	1.22977e-05	0.000119304	8.39941e-05	5.24036e-05	7.02115e-05
UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (2.3.1.191)	0.000206463	0.000135125	1.17756e-06	0.000345773	9.21407e-05	0.000476371	7.77998e-05	7.28921e-05	0.000228884	0.000153261	0.000651491	0.00039735	8.73768e-06	0.000119054	2.26085e-05	2.38444e-05	0.000231264	0.000287105	0.000304922	8.60936e-05	0.000312585	1.05805e-05	5.10408e-05	7.20811e-06	0.000164087	4.00871e-05	0	0.000184396	0.000227799	0.000104107	5.84482e-05	5.44412e-05	0.000259052	0.000173335	1.93871e-05	0.000683909	0.000163157	0.000154404	3.03188e-05	0.000215109	0.000128376	0.000316708	0.000585614	0.000382625	0.000521735	1.32301e-05	0.000713827	0.00039088	2.29789e-05	6.38734e-06	3.24513e-05	9.61969e-05	1.6037e-05	0.0001546	1.92603e-06	2.41869e-05	3.25228e-05	1.33535e-05	7.50008e-07	6.04481e-06	0.000105492	0.000125316	0.000209944	6.6579e-05	7.80594e-06	1.03931e-06	3.00617e-05	2.72048e-05	0.000238364	6.40016e-06	0
tRNA(Met) cytidine acetyltransferase (2.3.1.193)	0.000146792	8.17091e-05	2.362e-06	0.000446304	6.27821e-05	0.000334639	5.83263e-05	3.35093e-05	0.000181554	0.000192654	0.000507977	0.000261593	2.26042e-06	8.88814e-05	3.29275e-05	1.16042e-05	0.000163327	0.000139278	0.000187808	9.0328e-05	0.000270322	9.62641e-06	2.37889e-05	1.73292e-05	0.000203954	1.73005e-05	1.48339e-05	7.70318e-05	0.000126066	9.85636e-05	5.90322e-05	0.000116376	0.000285482	0.000201089	3.31728e-06	0.000400094	0.000107953	0.000158333	2.63721e-05	0.000172173	9.92815e-05	0.000357133	0.000827937	0.000261044	0.000432487	1.9896e-05	0.000332653	0.000343296	1.64192e-05	1.76095e-06	1.71786e-05	4.82589e-06	1.23745e-05	7.49098e-05	0	1.60259e-05	8.52201e-06	4.57967e-05	8.57098e-07	3.4842e-06	6.43469e-05	0.00012953	0.000197209	3.76191e-05	1.63192e-05	2.37896e-06	2.44345e-05	5.19207e-06	0.000163896	7.51859e-06	0
dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase (2.3.1.210)	6.84517e-05	3.35026e-05	6.37964e-07	0.00023048	2.50512e-05	0.000196355	2.56284e-05	1.7398e-05	0.000102667	4.60791e-05	0.000177498	0.000231606	2.77274e-06	3.12379e-05	1.30145e-05	6.86245e-06	3.94989e-05	9.76567e-05	0.000152383	5.06932e-05	0.00017228	4.25623e-06	6.90854e-06	3.78979e-06	8.37026e-05	3.88886e-06	0	7.02023e-05	6.14717e-05	3.87783e-05	3.07105e-05	2.75993e-05	0.000241418	0.000131407	0	0.000140875	3.5316e-05	8.97868e-05	3.25065e-05	5.38685e-05	4.0559e-05	0.000255963	0.000484356	8.55977e-05	0.000179232	7.37757e-06	0.000278597	0.000171794	9.19964e-06	1.66274e-06	7.62004e-06	7.26004e-07	3.81256e-06	2.95783e-05	7.21041e-07	6.16895e-06	7.52054e-06	2.60259e-06	0	6.75894e-07	2.17247e-05	8.3142e-05	8.72899e-05	6.80817e-06	4.85726e-06	4.38658e-07	6.57878e-06	6.50419e-06	8.88953e-05	7.20835e-06	0
Phosphate propanoyltransferase (2.3.1.222)	0.00038889	9.88441e-05	8.67335e-05	0.000489795	9.31984e-05	0.000190061	0.000463564	0.000704728	0.000113357	0.000144557	0.000325504	0.000177017	7.42347e-05	0.000275515	0.000235818	0.000179954	0.000261448	0.000239184	0.000289997	0.000215397	0.000170799	0.000103727	0.000219777	9.53736e-05	8.37555e-05	0.000125296	0.00010323	0.000195719	0.000342169	0.000347643	0.000411504	0.000211461	0.000133394	0.000385481	0.00046712	0.000327643	0.000209393	0.000488866	0.000348043	0.000444305	0.000370175	0.000371879	0.000372315	0.000764522	0.00022368	0.000794238	0.000557287	0.000337034	0.000545344	0.000478728	0.000140968	9.97464e-05	9.9853e-05	0.000546936	0.000104013	0.00056095	0.000446795	0.000702834	0.000450649	0.000147976	0.000139371	0.000171877	0.000245553	0.000191586	0.000258585	0.000243051	7.92824e-05	0.00048974	0.000346778	0.000295074	0.000336334
N(6)-L-threonylcarbamoyladenine synthase (2.3.1.234)	0.00194698	0.00148203	0.0016511	0.000968189	0.00137872	0.00123021	0.00135066	0.00151718	0.00107035	0.00205249	0.00116241	0.0012334	0.00169541	0.00160454	0.00150977	0.00124494	0.00114753	0.00136879	0.00148647	0.00240441	0.00160837	0.00214348	0.00212256	0.00196135	0.00116212	0.00197515	0.00180928	0.00156171	0.00156278	0.00137459	0.0016986	0.00173152	0.00202793	0.00209687	0.00144766	0.00161259	0.0017437	0.00207012	0.00161037	0.00160974	0.00199967	0.00248264	0.0010595	0.00188438	0.00132325	0.00192051	0.00178621	0.0014598	0.00286713	0.00226004	0.00178764	0.00214106	0.00219932	0.00178199	0.00186388	0.00289804	0.00277783	0.0019988	0.00275924	0.00216498	0.00158846	0.0014398	0.00237969	0.00188524	0.00208398	0.00215841	0.0017981	0.00288491	0.00194689	0.00261197	0.00227081
Kdo(2)-lipid IV(A) lauroyltransferase (2.3.1.241)	3.40071e-05	2.28775e-05	0	0.000249622	1.91372e-05	0.000142968	3.24171e-05	7.94316e-06	0.000116636	0.000101779	0.000116625	0.000221686	1.18795e-06	4.6074e-05	1.82649e-05	4.17906e-06	5.3576e-05	9.23611e-05	0.000120227	2.6451e-05	0.000158152	6.54121e-06	8.10357e-06	3.07715e-07	0.000128707	2.29458e-06	9.10231e-06	3.51234e-05	3.48567e-05	2.3762e-05	5.68111e-05	0.00011839	0.000322047	0.000173802	5.22499e-07	7.95827e-05	4.14223e-05	0.000114509	3.33898e-05	3.21877e-05	2.9944e-05	0.000309335	0.000497186	6.87918e-05	0.00010254	2.84137e-06	0.000186797	0.000177694	5.84929e-06	7.17229e-07	2.49645e-06	0	4.73698e-06	3.24945e-05	0	3.95853e-06	8.41415e-06	4.35361e-05	0	0	2.06438e-05	9.3039e-05	0.000119789	4.80207e-06	4.42953e-06	1.09151e-06	9.0867e-06	5.3359e-06	0.000106555	9.81924e-06	0
Kdo(2)-lipid IV(A) palmitoleoyltransferase (2.3.1.242)	3.97147e-05	1.50383e-05	0	0.000108208	1.80593e-05	0.00011576	7.7799e-06	1.68813e-05	3.16034e-05	3.84924e-05	8.77187e-05	5.44263e-05	2.50879e-07	1.97784e-05	4.41894e-06	7.60052e-07	3.13199e-05	5.35936e-05	4.52073e-05	2.94758e-05	0.000105661	1.8853e-06	3.22772e-06	1.07457e-06	4.8121e-05	3.80884e-06	4.74378e-07	3.70421e-05	3.37211e-05	2.145e-05	1.65453e-05	2.36826e-05	0.000159648	9.25066e-05	0	0.000140291	3.46811e-05	5.95305e-05	1.71501e-05	4.03585e-05	1.78841e-05	0.000134275	0.00020028	6.49397e-05	7.63228e-05	8.4517e-06	0.000197445	9.06636e-05	4.56799e-06	1.86914e-06	2.58761e-06	3.89707e-07	1.32507e-06	1.84644e-05	5.80815e-07	2.83662e-06	6.45574e-06	1.25468e-06	5.79793e-07	0	1.41243e-05	4.84144e-05	5.10208e-05	9.08596e-06	2.96185e-06	4.98727e-07	4.86754e-06	2.41478e-06	4.87393e-05	3.34998e-06	0
Lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase (2.3.1.243)	4.15199e-05	2.07172e-05	0	8.42446e-05	1.80813e-05	0.000143037	3.76127e-05	1.11937e-05	6.2388e-05	6.77313e-05	0.000102344	0.000126102	6.16153e-07	3.91189e-05	1.86314e-05	3.83919e-06	4.21609e-05	9.09756e-05	8.05717e-05	2.70317e-05	9.89096e-05	9.66354e-06	4.44272e-06	5.56992e-07	6.46689e-05	3.171e-06	1.28518e-05	5.89642e-05	4.35813e-05	2.72776e-05	2.94404e-05	0.000106086	0.000158356	8.2182e-05	2.2461e-07	8.11336e-05	2.971e-05	5.81498e-05	1.47351e-05	3.58526e-05	2.13297e-05	0.000133255	0.000224842	4.82403e-05	9.40128e-05	3.33466e-06	0.0001842	0.000143214	4.99395e-06	1.34546e-06	4.41107e-06	7.99061e-07	6.05158e-06	2.4257e-05	0	3.41944e-06	3.236e-06	4.44083e-05	0	6.51754e-07	1.40332e-05	4.70915e-05	7.51309e-05	1.08106e-05	4.20211e-06	1.06989e-06	8.12044e-06	1.66837e-06	7.22301e-05	9.0111e-06	0
Lipid IV(A) palmitoyltransferase (2.3.1.251)	5.32893e-05	4.6141e-05	1.37092e-05	0.00014336	2.89463e-05	0.000217636	5.01037e-05	6.5633e-05	8.69383e-05	9.65e-05	0.000202514	0.0002531	4.7191e-06	6.14161e-05	5.02152e-05	8.75853e-06	8.83988e-05	0.000134057	0.000117558	3.23367e-05	0.000161996	1.02931e-05	2.79562e-05	3.96375e-06	7.22841e-05	4.33962e-05	3.74439e-05	5.79559e-05	7.54391e-05	5.04601e-05	2.23831e-05	4.25956e-05	0.000321438	0.000120424	3.9594e-05	0.000255256	4.47011e-05	5.89575e-05	4.55882e-05	8.32575e-05	4.40979e-05	0.000151865	0.000304694	0.00013453	0.000180113	7.40488e-06	0.000250176	0.000152378	6.22066e-05	3.27222e-05	3.01775e-05	7.48335e-07	2.69127e-05	5.67048e-05	2.06026e-05	1.23662e-05	1.42917e-05	3.66505e-06	8.14053e-06	2.32851e-06	6.75645e-05	5.48047e-05	7.89835e-05	5.39874e-05	1.76191e-05	4.07353e-05	5.23428e-05	2.64254e-05	0.000145363	4.63739e-05	1.35358e-05
[Ribosomal protein S18]-alanine N-acetyltransferase (2.3.1.266)	0.000205071	0.000632814	0.000230366	0.00050961	0.000615285	0.000484577	0.000411923	0.000553896	0.000227703	0.000362022	0.00049908	0.000566046	0.00019324	0.0005132	0.000609603	0.000392458	0.000279969	0.000362859	0.000559702	0.000911116	0.000347654	0.00104913	0.00052511	0.00011181	0.000257711	0.000722173	0.000547182	0.000383683	0.00028726	0.000426129	0.00119651	0.000579976	0.000516531	0.000684038	0.00060114	0.000614763	0.000162575	0.000484066	0.000584322	0.0011805	0.000573994	0.00068151	0.00058245	0.000745502	0.000596741	0.00106554	0.000473406	0.000394071	0.000738304	0.000631132	0.000905048	0.000992788	0.000368987	0.00093425	0.00149257	0.000490395	0.00117214	0.000349493	0.000792463	0.000481906	0.000586878	0.000261923	0.00068402	0.000367767	0.000592474	0.000897983	0.000819964	0.000615386	0.000686076	0.000402282	0.000896016
[Ribosomal protein S5]-alanine N-acetyltransferase (2.3.1.267)	5.78689e-05	4.3113e-05	9.46617e-07	4.125e-05	3.00991e-05	0.00021507	1.68112e-05	4.03795e-05	8.59494e-05	3.51399e-05	0.000517559	9.22839e-05	1.80508e-06	8.26974e-05	1.63973e-05	1.89011e-05	4.71063e-05	7.75842e-05	5.88622e-05	4.18563e-05	0.000171128	7.28631e-06	1.17506e-05	3.52096e-06	5.39809e-05	8.04052e-06	0	6.16442e-05	4.45916e-05	4.27141e-05	1.52022e-05	2.86655e-05	7.9044e-05	5.10946e-05	1.72169e-06	0.000218038	0.000134988	1.81832e-05	1.43733e-05	0.000104217	9.55001e-05	8.3859e-05	0.000106348	0.000136259	0.000164748	1.41358e-05	0.000275436	0.000161781	6.04063e-06	0	5.11824e-06	2.58233e-07	3.52285e-06	3.56482e-05	7.16315e-07	8.04377e-06	4.72402e-06	2.91068e-06	1.32415e-06	0	5.23326e-05	3.11873e-05	7.86243e-05	4.95638e-05	4.02767e-06	0	1.30943e-05	4.86971e-06	0.000102835	2.33692e-06	0
Phosphate acyltransferase (2.3.1.274)	2.67106e-05	7.54618e-06	0	4.04093e-05	1.25322e-05	0.000114688	1.20269e-05	7.85807e-06	4.59868e-05	1.06751e-05	5.41147e-05	4.84524e-05	7.34392e-07	1.13277e-05	3.83844e-06	1.76411e-06	2.46e-05	9.89007e-05	3.48808e-05	1.99169e-05	7.88156e-05	1.10165e-06	5.13997e-06	3.11343e-06	4.47832e-05	3.40709e-06	1.16283e-05	4.53766e-05	2.64686e-05	2.1342e-05	2.72625e-05	2.08343e-05	1.54088e-05	6.61378e-05	0	5.46397e-05	0.000190052	0.000460715	1.36126e-05	0.000102847	3.55043e-05	8.49618e-05	8.07883e-05	0.000102884	0.00021664	1.76093e-05	0.000142384	8.95651e-05	4.33229e-06	5.62726e-07	1.68428e-06	0	0	0.000108114	3.58078e-06	1.46811e-06	2.12846e-06	1.62124e-06	2.42944e-05	1.73531e-05	8.14252e-06	2.58567e-05	8.46886e-05	3.74222e-06	2.78057e-05	1.09521e-06	4.62023e-06	4.39856e-05	2.57322e-05	4.6401e-06	2.73143e-05
Chloramphenicol O-acetyltransferase (2.3.1.28)	3.10531e-05	0.000988994	0.00136294	0.000926503	0.0013951	4.99282e-05	0.000988165	0.00072154	0.00109922	0.000456477	0.000527718	0.00059505	0.000538148	0.000634573	0.000558295	0.000544881	0.000312579	0.00048254	0.000623361	0.000226713	0.000357539	0.000312107	0.000720862	0.000669341	0.000215644	0.000496281	0.000509757	0.00036142	0.000521386	0.000486461	0.000482135	0.000441946	0.000190387	0.000265387	0.000672824	0.000121299	0.000108456	0.00022667	0.000804792	0.000345716	0.00041391	0.000216745	0.000263967	0.000350469	0.000352903	0.000919873	9.07802e-05	0.000441613	0.000197656	0.000546038	0.000531775	0.000463485	0.000675199	0.000578257	0.000221613	0.000390877	0.000185612	0.000509935	0.00028135	0.000824445	0.000369269	0.00058927	0.000339899	0.000404176	0.000590703	0.000803432	0.000166063	0.000236421	0.000376775	0.000376244	0.000330525
Glycine C-acetyltransferase (2.3.1.29)	0.000991762	0.00136549	0.00149165	0.00138484	0.00113016	0.000872349	0.00148889	0.00121694	0.0016249	0.00119486	0.000916948	0.00113575	0.00165064	0.00115699	0.00116737	0.00134187	0.00141386	0.00130354	0.00113525	0.00054321	0.00128061	0.000450936	0.00120641	0.00154228	0.0013562	0.00120041	0.00132832	0.00134175	0.00124921	0.00134509	0.000556451	0.00109699	0.000470457	0.000857457	0.00127489	0.000739203	0.00144313	0.000558033	0.00106398	0.000478062	0.000688398	0.000514897	0.00105475	0.000538498	0.00079442	0.000635584	0.000898249	0.000832664	0.000341981	0.000810282	0.000903185	0.000920577	0.000642717	0.000847317	0.00055961	0.000831123	0.000479908	0.00107698	0.0006234	0.000985086	0.000986256	0.00134458	0.000638932	0.00115423	0.00102082	0.00105145	0.0014323	0.000675473	0.000793126	0.000888379	0.000708239
