	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
PWY-7883: anhydromuropeptides recycling II	0.000359245	5.73063e-05	0.000291472	0.00121231	0.00058874	0.00298038	0.0	0.0	0.000309798	0.00119283	0.000765037	0.0	0.000520914	0.000687165	0.000126385	0.000140736	0.0	0.0007063	0.000246823	0.000498034	0.000418668	0.000743814	0.0	0.00062894	0.000382523	0.000519385	0.000449759	0.000294401	0.0	0.000308472	0.000470126	0.000372065	0.0	0.000831474	0.000316424	0.0	0.000340627	0.0
PWY-7942: 5-oxo-L-proline metabolism	0.000349168	0.000247913	0.000146314	0.000340935	0.000331254	0.0	0.000327784	0.0	0.0	0.00115642	0.00101851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144818	0.0	0.0	0.0	0.000137932	0.0	0.0	0.0	0.0	0.00175702	0.0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.00742875	0.00932836	0.00843877	0.00729084	0.00703743	0.0105383	0.00942839	0.0109045	0.0115804	0.00731544	0.00618958	0.00914555	0.0151882	0.0159068	0.00922872	0.00776007	0.0116866	0.0160388	0.0148359	0.0141968	0.0109876	0.0106548	0.0204405	0.00982771	0.0106451	0.0101084	0.01417	0.00785023	0.0109011	0.0149066	0.0105985	0.00951589	0.0105533	0.0101868	0.0127284	0.0116273	0.00625984	0.0107593
PWY-7977: L-methionine biosynthesis IV	0.00805601	0.00825308	0.00840606	0.00758963	0.0082433	0.0106906	0.00859577	0.0112481	0.0100239	0.00559676	0.00682057	0.0112152	0.0152527	0.0166536	0.0104425	0.00953346	0.0141073	0.018311	0.01562	0.0123506	0.0118396	0.0105449	0.0201015	0.00910395	0.0109585	0.00794906	0.0112076	0.00810292	0.01007	0.0179766	0.0118415	0.0104011	0.0114289	0.0114396	0.0103063	0.0104514	0.00590029	0.00844859
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0.00014012	0.0	0.0	0.0	0.0	0.0	0.000532495	0.0	0.0	0.0	0.000199619	0.0	0.000428029	0.0	0.000763086	0.000570324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000778366	0.0	0.00130801	0.0	0.0	0.0	0.0	0.0	0.000576344	0.0	0.0	0.0	0.0
PWY-8004: Entner-Doudoroff pathway I	0.00173962	0.00160894	0.0019954	0.00374344	0.00182885	0.000603848	0.00301803	0.00172251	0.000986779	0.00199899	0.00311084	0.00360259	0.00140024	0.00146062	0.00186966	0.0034031	0.00196277	0.000335363	0.00132513	0.000926539	0.00171599	0.00212237	0.0	0.00168741	0.0032345	0.00174301	0.00203527	0.00260865	0.00155658	0.0018826	0.00204758	0.00279628	0.000456763	0.00318209	0.00190111	0.00279374	0.00290259	0.00146521
PWY-801: homocysteine and cysteine interconversion	0.000146907	0.000128465	0.0	6.61923e-05	0.0	0.0	0.000128169	0.0	0.0	0.000222303	0.000669247	0.0	4.83139e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000123409	0.0	0.000193328	0.0	0.0	0.0	0.000237767	0.000110807	0.0	0.0	0.0	0.000485016	0.0
PWY-8073: lipid IVA biosynthesis (P. putida)	0.00421213	0.00096162	0.00273734	0.00304599	0.00314427	0.00505155	0.00216839	0.00467036	0.00116234	0.00179222	0.00326045	0.00261763	0.000960224	0.00118608	0.00228281	0.00376836	0.00234866	0.000480801	0.00111747	0.00161257	0.00476291	0.00185672	0.000405478	0.000494956	0.000455382	0.00243319	0.00336493	0.00355057	0.00210068	0.000831644	0.00206975	0.00118083	0.00560784	0.0041586	0.000912321	0.00370937	0.00239107	0.0
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0.000368283	3.80653e-05	0.0	0.0	0.000242259	0.0	0.0	0.0	0.0	6.97741e-05	8.64887e-05	0.0	0.0	0.0	0.000120459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26803e-05	0.0	0.000339259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000367185	0.0
PWY-8131: 5'-deoxyadenosine degradation II	5.62607e-05	0.000889113	0.0	0.000523309	0.0	0.0	0.000266216	0.0	0.000227451	0.00118279	0.0	0.0	0.0	0.000113189	0.000520792	0.000158828	0.000217916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000231029	0.000218758	0.000181925	0.0	0.0	0.0	0.0	0.0	0.0	0.00016328	0.0	0.0	0.000203379
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.0049742	0.00766889	0.00513861	0.00539591	0.00524379	0.00398778	0.00604617	0.00298771	0.00531161	0.00876436	0.00651351	0.00534476	0.007446	0.010314	0.00662434	0.0049563	0.00663852	0.0115839	0.0103343	0.00319381	0.002264	0.00455029	0.0126667	0.00481818	0.00413092	0.00553314	0.00313333	0.00576475	0.00524718	0.00952316	0.00458399	0.00630004	0.00423858	0.00269396	0.00763082	0.00590523	0.00645332	0.00817733
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.00252837	0.0015022	0.00294595	0.00177404	0.00322132	0.00234862	0.00313134	0.00258283	0.00386813	0.000266627	0.00214122	0.00285818	0.00088268	0.00124377	0.000433223	0.00268867	0.00200657	0.000294145	0.000265724	0.00149795	0.00184154	0.00446138	0.000156424	0.00491084	0.00448324	0.00345086	0.0014645	0.00251053	0.00336352	0.00191145	0.00100781	0.00328556	0.00320139	0.00308192	0.00231755	0.00269305	0.00182258	0.00574342
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.00150046	0.000737156	0.000742411	0.00186937	0.00146024	0.0	0.0	0.0	0.0	0.00242271	0.0021448	0.0	0.000413969	0.0	0.00106383	0.00105715	0.0	0.0	0.000567104	0.000569156	0.0	0.0	0.0	0.0	0.0	0.000429935	0.0	0.00153137	0.0	0.0	0.0	0.00135269	0.0	0.0	0.0	0.0	0.00330802	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.00584661	0.00487795	0.00643461	0.00645308	0.00499358	0.00738269	0.00753886	0.00788925	0.00922371	0.00370857	0.00373512	0.00613	0.00461062	0.00479197	0.00720082	0.00629243	0.00668438	0.00341518	0.00406107	0.00568722	0.00489104	0.00829833	0.00178934	0.00869644	0.00923946	0.00732261	0.00707097	0.00673175	0.00840103	0.00435094	0.0034711	0.00630258	0.00751609	0.00819049	0.00680663	0.0071882	0.00302075	0.00889541
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.00274645	0.00272334	0.00228443	0.0029749	0.00321618	0.000376724	0.000237596	0.000795358	0.00128051	0.00504191	0.0041253	0.000918658	0.00102267	0.0	0.0011323	0.000943324	0.0	0.0	0.00186892	0.000637228	0.00039011	0.000804491	0.000220798	0.000215027	0.000910984	0.000394709	0.000456884	0.00224949	0.000485105	0.000180451	0.000670453	0.00160396	0.000533461	0.0	0.000260925	0.0	0.0036785	0.000760768
PWY0-1061: superpathway of L-alanine biosynthesis	0.00112933	0.00129359	0.000839614	0.00240191	0.000904514	0.0	0.00124692	0.0	0.000295005	0.00128027	0.00140984	0.0	0.0	0.000229049	0.000236497	0.000485421	0.00137879	0.000328904	0.00136234	0.000923818	0.0	0.000418673	0.0	0.000974838	0.0	0.00255655	0.0	0.00143927	0.00174519	0.000902411	0.0	0.000553728	0.000320887	0.0	0.00149858	0.0	0.00259871	0.00294021
PWY0-1221: putrescine degradation II	0.000229261	2.35816e-05	0.000169252	0.0	5.50543e-05	0.0	0.0	0.0	0.0	2.61903e-05	0.000467223	0.0	0.0	0.0	9.22185e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28562e-05	0.0	4.91222e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108476	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.00220623	0.00274409	0.000312222	0.00131029	0.000579005	0.002691	0.000803542	0.000494012	0.00150504	0.00162952	0.000990295	0.000113434	0.00108082	0.000699405	0.000497593	0.0013255	0.0	0.00216022	0.000359808	0.000462991	0.000775918	0.000355632	0.0	0.000381498	0.000133954	0.000971089	0.00105298	0.00236543	0.000401372	0.00018859	0.000319609	0.000389251	0.00037792	0.00147915	0.000522288	0.000999467	0.00117012	0.0
PWY0-1261: anhydromuropeptides recycling I	0.00137946	0.000951789	0.000919456	0.0019297	0.00162572	0.00361968	0.00162352	0.00032163	0.00184439	0.00169372	0.00294849	0.000732801	0.000764358	0.00140677	0.000912946	0.00132268	0.0	0.00140824	0.000906535	0.00117556	0.0010136	0.000922375	0.0	0.00180603	0.000383625	0.00266708	0.00164909	0.00203629	0.000568272	0.000908953	0.000470126	0.000627394	0.0	0.00223652	0.00097835	0.00247391	0.00309217	0.0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.000808216	0.000239885	0.000755047	0.000147776	0.000869955	0.0	0.0	0.0	0.0	0.000474056	0.00114806	0.0	0.0	0.0	0.000553014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000179848	0.0	0.000569381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233498	0.0
PWY0-1296: purine ribonucleosides degradation	0.00387466	0.0065405	0.002905	0.00422794	0.00299132	0.000755051	0.00706658	0.00297482	0.00542872	0.00901308	0.00502254	0.00279493	0.00295916	0.00182111	0.0021481	0.00296142	0.00326897	0.00306468	0.000890529	0.0025593	0.00155199	0.00434557	0.00203064	0.00400298	0.00294106	0.0053696	0.00229238	0.00372283	0.00539179	0.00205396	0.000438877	0.00379133	0.00269237	0.00198204	0.00756826	0.00487225	0.00460684	0.00583562
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.00228243	0.0011489	0.00171764	0.0014272	0.00247079	0.0	0.000475945	0.000284581	0.000442152	0.00310727	0.00367244	0.000145124	0.000644488	0.0	0.00135344	0.000698375	0.0	0.0	0.000200884	0.0	0.000506454	0.000463887	0.000344658	0.000180945	0.000461699	0.000523	0.0	0.0016076	0.000281914	0.0	0.0	0.000911771	0.0	0.0	0.0	0.0	0.00380637	0.000491729
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.00174715	0.000665032	0.00146238	0.00153997	0.00196126	0.0	0.000155217	0.0	0.000351029	0.00287521	0.0030382	0.0	0.000348279	0.0	0.00102184	0.00102437	0.0	0.0	0.0	0.0	0.000252305	0.000229879	0.0	0.0	0.000213805	0.000535109	0.0	0.00126176	0.000354982	0.0	0.0	0.000328848	0.000201546	0.0	0.000205899	0.0	0.00309741	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00775318	0.00731132	0.00767609	0.0079852	0.00680428	0.0101839	0.0090594	0.0114626	0.0116347	0.00658117	0.00507526	0.00983568	0.0114832	0.00689891	0.0085096	0.00878921	0.00925704	0.00478148	0.00284489	0.00820589	0.0120958	0.0106631	0.00265963	0.0105377	0.0106584	0.0093138	0.0140013	0.00683997	0.0102436	0.00655573	0.0108801	0.00801839	0.0114156	0.0101252	0.0111909	0.0108235	0.00509907	0.0105033
PWY0-1337: oleate &beta;-oxidation	0.000262696	0.000112203	0.00029658	0.000931084	0.000294475	0.0	0.0	0.0	0.0	8.13885e-05	0.00042151	0.0	0.0	0.0	0.000266383	9.25319e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04759e-05	0.0	0.000155978	0.0	0.0	0.0	0.000341239	0.0	0.0	0.0	0.0	0.000421676	0.0
PWY0-1338: polymyxin resistance	0.000458926	9.86712e-05	0.000414321	0.000675291	0.000590804	0.0	0.0	0.0	0.0	0.000746593	0.000806372	0.0	0.0	0.0	0.000236211	0.000263217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157929	0.0	0.000481263	0.0	0.0	0.0	0.000194398	0.0	0.0	0.0	0.0	0.000612798	0.0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.000948486	0.000233248	0.00108746	0.000354758	0.00122837	0.0	0.0	0.0	0.0	0.00105466	0.0019645	0.0	0.0	0.0	0.000430505	0.000678059	0.0	0.0	0.000434949	0.000359668	0.0	0.0	0.0	0.0	0.0	0.000222651	0.0	0.000759821	0.0	0.0	0.0	0.000460946	0.0	0.0	0.0	0.0	0.00137233	0.0
PWY0-1477: ethanolamine utilization	0.00225238	0.000748726	0.00224812	0.000907145	0.00217505	0.0	0.00024152	0.000135636	0.00069369	0.00475663	0.00370227	0.0	0.000401088	0.0	0.00137026	0.00154423	0.0	0.0	0.0	0.0	0.000383709	0.0	0.0	0.000763327	0.000362549	0.000708488	0.0	0.002081	0.0	0.0	0.0	0.0010502	0.0	0.0	0.000911327	0.000837134	0.00444313	0.0
PWY0-1479: tRNA processing	0.00180004	0.00193552	0.00182511	0.00148485	0.00234387	0.000771961	0.000824073	0.0	0.00175736	0.0021566	0.00316941	0.0	0.000706487	0.000807462	0.000913272	0.00101036	0.0	0.0	0.000979912	0.00052162	0.000345219	0.000751609	0.0	0.00101814	0.00052971	0.00110059	0.000531745	0.00168731	0.000552287	0.0	0.000458427	0.000847902	0.0	0.000801007	0.00113299	0.000703015	0.00342503	0.0
PWY0-1533: methylphosphonate degradation I	0.000160584	0.000105797	0.0	0.0	0.000140117	0.0	0.0	0.0	0.0	3.74068e-05	0.000496063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83529e-05	0.0	0.0	0.0	0.0	3.36433e-05	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.0121545	0.00685456	0.0110014	0.00984894	0.0122065	0.00998685	0.00813251	0.0100644	0.00603188	0.00760939	0.0118081	0.00942456	0.0131913	0.0176754	0.0106759	0.00977607	0.0114883	0.0156111	0.0157036	0.00483048	0.0119362	0.00971262	0.0215219	0.00895566	0.00973703	0.00918225	0.00685035	0.00641041	0.00882864	0.0149452	0.0112887	0.0109815	0.0100886	0.00908013	0.00882441	0.00620562	0.0103751	0.00888989
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.00398199	0.00435332	0.00272996	0.00478968	0.00233328	0.00536476	0.00235729	0.00565866	0.00443246	0.00315498	0.00319259	0.00445221	0.0026056	0.00224139	0.00344557	0.00467304	0.002962	0.00304076	0.00359744	0.00225554	0.0024663	0.00225213	0.0	0.0059178	0.00328237	0.00331189	0.00279417	0.00556584	0.00289902	0.00232587	0.00739114	0.00319484	0.00209201	0.00629299	0.00624754	0.00325071	0.00257055	0.00280833
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.00131903	0.000684055	0.00165736	0.00117729	0.00152855	0.0	0.0	0.0	0.0	0.00115022	0.00189492	0.0	0.0	0.0	0.00122278	0.00068523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000718567	0.0	0.00194039	0.000471227	0.0	0.0	0.000649462	0.0	0.0	0.0	0.0	0.00171326	0.0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0.00142599	0.000250189	0.00130618	0.00107496	0.00222139	0.0	0.0	0.0	0.0	0.000907657	0.00174266	0.0	0.000241694	0.0	0.000592977	0.000652038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000574825	0.0	0.000940584	0.0	0.0	0.0	0.000579972	0.0	0.0	0.0	0.0	0.00156396	0.0
PWY0-41: allantoin degradation IV (anaerobic)	0.000277801	3.77947e-05	0.00017731	0.0	0.000252962	0.0	0.0	0.0	0.0	2.96513e-05	0.000517752	0.0	0.0	0.0	5.53432e-05	4.65777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000175574	0.0	0.0	0.0	0.00011749	0.0	0.0	0.0	0.0	0.000254933	0.0
PWY0-42: 2-methylcitrate cycle I	0.000657088	0.000193418	0.000731429	0.000184917	0.000707106	0.0	0.0	0.0	0.0	0.000222619	0.000861594	0.0	0.0	0.0	0.000272457	0.000384026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.02615e-05	0.0	0.000556529	0.0	0.0	0.0	0.000201583	0.0	0.0	0.0	0.0	0.00118927	0.0
PWY0-461: L-lysine degradation I	0.000243981	0.000102193	0.000284176	0.000103322	0.000319786	0.0	0.0	0.0	0.0	0.0	0.000613681	0.0	0.0	0.0	0.0	0.000164549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61606e-05	0.0	0.000138079	0.0	0.0	0.0	0.000143914	0.0	0.0	0.0	0.0	0.000347388	0.0
PWY0-781: aspartate superpathway	0.00173668	0.00167215	0.00166979	0.00169669	0.00180056	0.0	0.000362751	0.0	0.0	0.00249196	0.00231903	0.0	0.000240921	0.0	0.000787176	0.00106338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000667354	0.0	0.00151013	0.0	0.0	0.0	0.00105774	0.0	0.0	0.0	0.0	0.00280062	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.00508708	0.00381961	0.00193252	0.00494327	0.0049801	0.00794403	0.00428309	0.00509041	0.00526317	0.00189535	0.00209945	0.00616721	0.00150675	0.00182774	0.00682513	0.00710906	0.00206575	0.00160243	0.00103165	0.00223136	0.00714614	0.00505314	0.000312313	0.00424069	0.00805243	0.00360849	0.0063071	0.00509495	0.00462191	0.00263984	0.00908915	0.00335822	0.00795282	0.00661718	0.000997227	0.00617283	0.00285384	0.00526446
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.00371511	0.00176724	0.00528615	0.003132	0.00467367	0.00216892	0.00183774	0.0019367	0.00232969	0.00333457	0.00480522	0.00309022	0.000492752	0.00134473	0.00251174	0.00423845	0.00210918	0.00122045	0.00120651	0.001468	0.00377671	0.00353805	0.0	0.00528586	0.000690776	0.00339607	0.00181653	0.00417235	0.00254185	0.0	0.00213443	0.00372732	0.00171781	0.00294431	0.00125194	0.00103984	0.00347146	0.000616845
PWY1ZNC-1: assimilatory sulfate reduction IV	0.00159804	0.00065488	0.00153541	0.00111926	0.00111899	0.0	0.000206468	0.0	0.000636069	0.00158228	0.00178226	0.0	0.00019789	0.0	0.000454666	0.000476323	0.00542564	0.00489726	0.000262442	0.000268084	0.0	0.0	0.000516535	0.0	0.0	0.000259157	0.0	0.000700431	0.000164785	0.000205316	0.0	0.000924684	0.000201516	0.0	0.0	0.0	0.00233864	0.000520317
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.00125116	0.0011359	0.00120791	0.0005696	0.00107173	0.0	0.000136796	0.0	0.0	0.00114455	0.00271583	0.0	0.000697208	0.0	0.000760732	0.000292525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000422568	0.0	0.00150906	0.0	0.0	0.0	0.000403931	0.0	0.0	0.0	0.0	0.00244179	0.00121553
PWY490-3: nitrate reduction VI (assimilatory)	9.1782e-05	0.0	0.0	0.000233483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000359677	0.0	0.0	0.000144006	0.0	0.0	0.0	0.0	0.0	0.00016336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000128219	0.0	0.0	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.00401327	0.00149102	0.00308318	0.00405835	0.00381974	0.00284308	0.00242677	0.00338236	0.0015222	0.00558276	0.0048702	0.00272533	0.00249183	0.00113	0.00416615	0.00313284	0.00680123	0.00431961	0.00280801	0.00224679	0.00120635	0.00307158	0.00280568	0.00258783	0.00214802	0.00372046	0.00237247	0.00293844	0.00316923	0.00361275	0.000205192	0.00261934	0.00351552	0.000732662	0.000985498	0.00374147	0.00441893	0.000416886
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.00401327	0.00149102	0.00308318	0.00405835	0.00381974	0.00284308	0.00242677	0.00338236	0.0015222	0.00558276	0.0048702	0.00272533	0.00249183	0.00113	0.00416615	0.00313284	0.00680123	0.00431961	0.00280801	0.00224679	0.00120635	0.00307158	0.00280568	0.00258783	0.00214802	0.00372046	0.00237247	0.00293844	0.00316923	0.00361275	0.000205192	0.00261934	0.00351552	0.000732662	0.000985498	0.00374147	0.00441893	0.000416886
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.00150355	0.000582375	0.00130468	0.000793751	0.00155557	0.0	0.0	0.0	0.000328711	0.00239624	0.00345538	0.0	0.000498994	0.0	0.00127108	0.000335699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000427896	0.0	0.00130633	0.0	0.0	0.0	0.000175053	0.0	0.0	0.0	0.0	0.00268053	0.0
PWY66-389: phytol degradation	0.000700821	3.70028e-05	0.000901242	0.000188077	0.00104694	8.34926e-06	5.12828e-05	0.0	0.0	0.00156162	0.000898161	0.0	0.000581996	0.000132858	0.0010166	7.62499e-05	0.0	0.000276621	0.000599582	0.000203096	0.0	0.0	0.0	0.0	0.0	4.12434e-05	0.0	0.00100853	0.0	0.0	0.0	3.58465e-05	0.0	0.0	0.0	2.3138e-05	0.00186219	0.0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171708	0.0	0.0	0.0	0.0	0.00102234	0.000435287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000651167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-399: gluconeogenesis III	0.0	0.0037208	0.0	0.000474207	0.0	0.0	0.00181433	0.0	0.00255093	0.00169403	0.0	0.0	0.00156369	0.0	0.000806041	0.0	0.00102495	0.000572771	0.0	0.00133664	0.0	0.0	0.000437946	0.00112095	0.00113418	0.00220577	0.0	0.00323608	0.000993341	0.0	0.0	0.0	0.0	0.00122111	0.00300735	0.003847	0.00145871	0.00126696
PWY66-409: superpathway of purine nucleotide salvage	0.00200375	0.00233534	0.00184953	0.0026761	0.00261501	0.0	0.00123605	0.000797263	0.000526708	0.00315597	0.00358098	0.000408474	0.001659	0.0	0.0	0.00184071	0.0	0.0	0.000593325	0.0	0.0	0.00125715	0.00081665	0.000503614	0.00128633	0.000588739	0.0	0.00278725	0.000769169	0.0	0.0	0.00231782	0.0	0.0	0.0	0.0	0.00274321	0.0013051
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0.00779973	0.00742467	0.00989523	0.00785932	0.0075049	0.0118519	0.0102177	0.0126228	0.0124562	0.00670954	0.00565908	0.0110883	0.00564175	0.0111169	0.00983062	0.0100024	0.00943293	0.00515775	0.00549265	0.00685975	0.0126659	0.0122597	0.00086404	0.0113595	0.0125262	0.0102608	0.0146426	0.0084006	0.0113063	0.00868883	0.0124487	0.00935709	0.012309	0.012051	0.00970955	0.0113351	0.00595222	0.0113596
PWY66-430: myristate biosynthesis (mitochondria)	0.000406327	0.0	0.0	0.0	0.000117269	0.0	0.0	0.0	0.0	0.000356042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105509	0.0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0.0011833	0.00112129	0.00109446	0.00061397	0.00112201	0.0	0.000147195	0.0	0.0	0.00126913	0.00262754	0.0	0.00041445	0.0	0.000530124	0.00034589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000375128	0.0	0.00139043	0.0	0.0	0.0	0.000506226	0.0	0.0	0.0	0.0	0.0023718	0.000375618
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0.0061383	0.00643528	0.00823244	0.0059521	0.0070417	0.0101673	0.00714031	0.00947269	0.00812665	0.00394246	0.00399515	0.00858935	0.00884445	0.0104265	0.00749708	0.00749169	0.00886944	0.00933673	0.00722083	0.011598	0.0106023	0.00957392	0.00576194	0.00955092	0.0105962	0.00766214	0.0101159	0.00608144	0.00912445	0.00935008	0.0101968	0.00733118	0.0097794	0.00968904	0.00686119	0.00858358	0.00440957	0.00854529
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.00492767	0.00328257	0.00225654	0.00462845	0.00457624	0.00829487	0.00397306	0.00509335	0.00505819	0.00144326	0.00225357	0.00656762	0.00145855	0.00167941	0.00716854	0.00729149	0.00187078	0.00164729	0.000986832	0.00229507	0.00684897	0.00472211	0.000220472	0.00396069	0.00728001	0.00321195	0.00755877	0.00564118	0.0042185	0.00278144	0.00930936	0.00307576	0.0079863	0.00647386	0.00082698	0.00579232	0.00235596	0.00389842
REDCITCYC: TCA cycle VI (Helicobacter)	0.000134344	0.000140987	0.000295505	0.0	0.000269119	0.0	0.0	0.0	0.0	0.000777188	0.000151454	0.0	5.83097e-05	0.0	0.000238833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54256e-05	0.0	0.00039015	0.0	0.0	0.0	0.000122619	0.0	0.0	0.0	0.0	0.000506959	0.0
RHAMCAT-PWY: L-rhamnose degradation I	0.00462325	0.00239848	0.00785843	0.00468354	0.00692519	0.00722183	0.0045713	0.00362606	0.00382001	0.00360599	0.00215032	0.00858615	0.00632032	0.00405817	0.00985873	0.00565385	0.0029793	0.0158585	0.0140286	0.00136396	0.0076955	0.00796878	0.00201343	0.00756443	0.00783063	0.00461055	0.00632514	0.00435082	0.00462318	0.00349207	0.0108866	0.00567899	0.00554364	0.00652345	0.0035697	0.00487269	0.00300953	0.00549493
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.00564741	0.00581709	0.00760259	0.00610099	0.00601508	0.00658024	0.00786437	0.00892394	0.00775222	0.00335158	0.00345107	0.00813722	0.00507218	0.00695166	0.00612744	0.0067383	0.00761097	0.00377584	0.0048877	0.00644283	0.00954785	0.00951871	0.00526163	0.00886478	0.0101385	0.00717963	0.00887721	0.0056868	0.00871742	0.00622085	0.00742281	0.00694854	0.00777401	0.00939284	0.00775289	0.0090495	0.00346219	0.00861356
RUMP-PWY: formaldehyde oxidation I	0.0	0.000404197	0.0	0.0	0.0	0.0	0.000336095	0.0	0.00120555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000149368	0.0	0.0	0.000362492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.0033172	0.00229019	0.00552542	0.00054515	0.00340426	0.0	0.000859369	0.0	0.00100578	0.00234705	0.00748536	0.000172398	0.000557462	0.0	0.00268711	0.00154557	0.000309946	0.0	0.000145949	0.0	0.000232554	0.000474071	0.0	0.000494253	0.000506799	0.00102221	0.000205543	0.00314434	0.000940266	0.0	0.0	0.00216492	0.000141003	0.0	0.000590063	0.0	0.00441697	0.000746221
